2026-06-20 12:52:36 | INFO     | rpa | case=- | stage=- | dur=- | 日志系统初始化完成 | level=INFO | dir=./logs | retention=90d
2026-06-20 12:53:53 | INFO     | rpa.damage_classifier | case=SMOKE_TEST | stage=classification | dur=- | 损伤分类完成 | case=SMOKE_TEST 损伤数=1 工时=16.0h 配件=2500.00 工时费=1920.00 合计=4420.00
2026-06-20 12:53:53 | INFO     | rpa | case=SMOKE_TEST | stage=classification | dur=0.00s | 阶段完成 | stage=classification dur=0.00s
2026-06-20 12:53:53 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | 开始登录理赔系统 | case=SMOKE_TEST
2026-06-20 12:53:53 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (960,420) 用户名输入框
2026-06-20 12:53:53 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 'rpa_account' 用户名
2026-06-20 12:53:53 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (960,480) 密码输入框
2026-06-20 12:53:53 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 'replace_with_encrypted_password' 密码
2026-06-20 12:53:53 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (960,560) 登录按钮
2026-06-20 12:53:55 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | 理赔系统登录成功 | case=SMOKE_TEST
2026-06-20 12:53:55 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | 查询案件 | case=SMOKE_TEST
2026-06-20 12:53:55 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (120,60) 案件查询菜单
2026-06-20 12:53:56 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,200) 案件号输入框
2026-06-20 12:53:56 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 'SMOKE_TEST' 案件号
2026-06-20 12:53:56 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (850,200) 查询按钮
2026-06-20 12:53:57 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,320) 查询结果第一行
2026-06-20 12:53:58 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | 录入定损信息 | case=SMOKE_TEST 字段数=15
2026-06-20 12:53:58 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,180) 字段-case_no
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 'SMOKE_TEST' 字段值-case_no
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,220) 字段-license_plate
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '京A12345' 字段值-license_plate
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,260) 字段-vehicle_model
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '测试车型X' 字段值-vehicle_model
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,300) 字段-damage_part
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 backspace
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '车门' 字段值-damage_part
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 enter
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,340) 字段-damage_type
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 backspace
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '凹陷' 字段值-damage_type
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 enter
2026-06-20 12:53:59 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,380) 字段-damage_severity
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 backspace
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '重度' 字段值-damage_severity
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 enter
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,420) 字段-damage_area_ratio
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '39.98%' 字段值-damage_area_ratio
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,460) 字段-labor_hours
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '16.00' 字段值-labor_hours
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,500) 字段-parts_cost
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '2500.00' 字段值-parts_cost
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,540) 字段-labor_cost
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '1920.00' 字段值-labor_cost
2026-06-20 12:54:00 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,580) 字段-total_cost
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '4420.00' 字段值-total_cost
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,620) 字段-repair_shop
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 输入 '测试修理厂' 字段值-repair_shop
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 点击 (600,660) 字段-accident_date
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 command
2026-06-20 12:54:01 | INFO     | rpa.robot_operator | case=SMOKE_TEST | stage=system_entry | dur=- | [dry_run] 按键 a
