site_code,obs_time,water_level,flow,rainfall
SH00036,2024-01-05 21:10,23.35,322.88,23.72
SH00166,2024-01-05 21:20,10.58,377.81,20.28
SH00026,2024-01-05 21:30,20.18,265.42,43.49
SH00056,2024-01-05 21:40,18.18,156.28,27.24
SH00007,2024-01-05 21:50,11.76,344.63,43.95
SH00103,2024-01-05 22:00,13.44,121.51,21.26
SH00177,2024-01-05 22:10,20.3,306.44,34.39
SH00102,2024-01-05 22:20,29.79,196.19,9.36
SH00138,2024-01-05 22:30,29.35,50.3,14.57
SH00145,2024-01-05 22:40,20.71,111.01,17.07
SH00112,2024-01-05 22:50,16.45,321.47,24.8
SH00049,2024-01-05 23:00,28.24,216.21,37.1
SH00019,2024-01-05 23:10,28.37,473.54,14.55
SH00100,2024-01-05 23:20,16.59,298.15,9.42
SH00152,2024-01-05 23:30,29.15,438.34,43.37
SH00137,2024-01-05 23:40,18.83,341.73,42.08
SH00015,2024-01-05 23:50,27.46,212.48,2.18
SH00070,2024-01-06 00:00,21.89,337.37,26.14
SH00126,2024-01-06 00:10,16.99,-41.629999999999995,2.49
SH00151,2024-01-06 00:20,13.92,105.57,36.55
SH00017,2024-01-06 00:30,22.87,226.14,31.28
SH00006,2024-01-06 00:40,18.03,339.41,17.23
SH00049,2024-01-06 00:50,18.16,144.87,5.95
SH00011,2024-01-06 01:00,0.2699999999999996,478.5,31.95
SH00045,2024-01-06 01:10,28.09,343.04,21.17
SH00116,2024-01-06 01:20,17.27,261.31,39.63
SH00179,2024-01-06 01:30,26.18,272.67,39.09
SH00071,2024-01-06 01:40,16.1,475.72,48.05
SH00127,2024-01-06 01:50,15.11,374.16,27.14
SH00166,2024-01-06 02:00,16.08,472.88,10.94
SH00098,2024-01-06 02:10,23.11,453.35,48.76
SH00132,2024-01-06 02:20,13.97,386.39,13.38
SH00059,2024-01-06 02:30,23.23,467.07,32.75
SH00107,2024-01-06 02:40,26.64,147.13,48.93
SH00062,2024-01-06 02:50,13.09,437.3,40.57
SH00002,2024-01-06 03:00,28.49,455.49,14.54
SH00105,2024-01-06 03:10,25.43,324.54,10.92
SH00063,2024-01-06 03:20,27.43,377.96,49.84
SH00009,2024-01-06 03:30,17.12,393.42,39.52
SH00009,2024-01-06 03:40,21.92,289.41,20.04
SH00014,2024-01-06 03:50,19.16,176.16,45.89
SH00146,2024-01-06 04:00,10.91,260.35,11.36
SH00152,2024-01-06 04:10,16.29,335.72,46.1
SH00002,2024-01-06 04:20,14.83,466.42,3.17
SH00090,2024-01-06 04:30,12.2,567.3,6.63
SH00006,2024-01-06 04:40,23.16,481.74,4.71
SH00017,2024-01-06 04:50,12.79,258.8,13.24
SH00060,2024-01-06 05:00,26.49,387.77,31.02
SH00021,2024-01-06 05:10,25.95,376.2,5.03
SH00148,2024-01-06 05:20,10.58,497.19,8.34
SH00068,2024-01-06 05:30,12.98,245.36,33.78
SH00089,2024-01-06 05:40,12.22,73.0,18.17
SH00174,2024-01-06 05:50,17.0,181.65,47.73
SH00011,2024-01-06 06:00,25.96,420.71,31.29
SH00021,2024-01-06 06:10,19.53,455.84,15.22
SH00176,2024-01-06 06:20,14.4,254.19,1.56
SH00048,2024-01-06 06:30,20.88,98.44,22.78
SH00025,2024-01-06 06:40,29.95,113.18,4.34
SH00109,2024-01-06 06:50,24.38,393.12,37.36
SH00026,2024-01-06 07:00,13.48,240.94,25.68
SH00168,2024-01-06 07:10,18.84,121.9,29.46
SH00060,2024-01-06 07:20,11.68,424.52,12.02
SH00159,2024-01-06 07:30,21.95,477.42,21.79
SH00086,2024-01-06 07:40,10.65,198.47,30.78
SH00033,2024-01-06 07:50,28.29,366.75,20.94
SH00045,2024-01-06 08:00,29.05,146.89,39.08
SH00143,2024-01-06 08:10,20.61,67.32,25.1
SH00075,2024-01-06 08:20,23.0,75.73,18.46
SH00094,2024-01-06 08:30,10.92,355.78,27.65
SH00064,2024-01-06 08:40,15.11,262.12,38.36
SH00156,2024-01-06 08:50,22.19,99.59,16.56
SH00161,2024-01-06 09:00,15.18,452.89,26.07
SH00064,2024-01-06 09:10,18.72,326.77,11.25
SH00176,2024-01-06 09:20,23.06,120.55,49.07
SH00165,2024-01-06 09:30,12.14,57.11,7.35
SH00120,2024-01-06 09:40,22.1,225.42,39.11
SH00116,2024-01-06 09:50,14.27,122.78,5.58
SH00022,2024-01-06 10:00,24.87,379.02,24.46
SH00026,2024-01-06 10:10,21.87,160.78,28.36
SH00056,2024-01-06 10:20,23.59,245.82,24.2
SH00145,2024-01-06 10:30,20.28,253.05,0.05
SH00153,2024-01-06 10:40,24.81,428.22,4.05
SH00071,2024-01-06 10:50,26.36,54.66,49.41
SH00134,2024-01-06 11:00,14.88,272.47,30.65
SH00080,2024-01-06 11:10,22.76,446.22,8.51
SH00102,2024-01-06 11:20,0.9399999999999995,341.86,2.38
SH00176,2024-01-06 11:30,23.8,355.74,14.88
SH00038,2024-01-06 11:40,14.8,240.78,25.25
SH00141,2024-01-06 11:50,23.3,250.88,3.58
SH00063,2024-01-06 12:00,14.89,218.88,5.03
SH00026,2024-01-06 12:10,14.7,345.89,8.45
SH00141,2024-01-06 12:20,24.8,358.31,3.84
SH00032,2024-01-06 12:30,24.47,336.73,11.11
SH00145,2024-01-06 12:40,23.53,356.1,32.43
SH00098,2024-01-06 12:50,22.0,259.64,25.51
SH00110,2024-01-06 13:00,19.64,70.78,1.16
SH00026,2024-01-06 13:10,25.61,484.94,45.67
SH00069,2024-01-06 13:20,21.21,442.11,1.38
SH00156,2024-01-06 13:30,16.41,131.14,22.94
SH00029,2024-01-06 13:40,27.64,312.86,4.03
SH00093,2024-01-06 13:50,15.19,213.52,30.28
SH00087,2024-01-06 14:00,17.79,101.7,9.3
SH00113,2024-01-06 14:10,18.92,357.96,5.82
SH00107,2024-01-06 14:20,25.0,430.91,12.03
SH00103,2024-01-06 14:30,25.3,221.76,38.82
SH00096,2024-01-06 14:40,17.27,143.36,4.92
SH00123,2024-01-06 14:50,24.95,420.42,2.33
SH00168,2024-01-06 15:00,28.55,392.64,14.43
SH00077,2024-01-06 15:10,25.75,448.59,8.8
SH00001,2024-01-06 15:20,15.94,355.99,3.58
SH00176,2024-01-06 15:30,15.96,331.79,5.11
SH00029,2024-01-06 15:40,22.02,495.66,36.86
SH00068,2024-01-06 15:50,19.58,428.77,19.41
SH00100,2024-01-06 16:00,21.86,456.08,46.35
SH00060,2024-01-06 16:10,10.06,175.24,10.99
SH00059,2024-01-06 16:20,18.03,152.16,42.15
SH00047,2024-01-06 16:30,24.94,115.24,47.75
SH00170,2024-01-06 16:40,22.88,267.15,2.88
SH00017,2024-01-06 16:50,10.87,168.9,18.86
SH00025,2024-01-06 17:00,11.64,253.25,6.41
SH00133,2024-01-06 17:10,13.85,89.38,5.71
SH00103,2024-01-06 17:20,23.04,431.59,24.02
SH00134,2024-01-06 17:30,23.12,424.68,23.85
SH00160,2024-01-06 17:40,22.01,192.08,46.49
SH00029,2024-01-06 17:50,15.58,434.15,39.53
SH00025,2024-01-06 18:00,21.06,290.54,5.1
SH00111,2024-01-06 18:10,11.54,145.07,40.04
SH00081,2024-01-06 18:20,18.13,159.46,49.66
SH00153,2024-01-06 18:30,19.22,479.79,41.64
SH00107,2024-01-06 18:40,12.07,318.51,30.44
SH00130,2024-01-06 18:50,11.42,308.28,44.58
SH00152,2024-01-06 19:00,22.97,449.18,2.68
SH00179,2024-01-06 19:10,0.9499999999999993,393.62,32.15
SH00127,2024-01-06 19:20,16.96,407.91,34.78
SH00177,2024-01-06 19:30,13.89,464.42,40.12
SH00135,2024-01-06 19:40,16.59,310.28,37.72
SH00015,2024-01-06 19:50,14.85,352.65,30.07
SH00086,2024-01-06 20:00,20.07,203.79,21.05
SH00175,2024-01-06 20:10,21.95,313.7,37.93
SH00072,2024-01-06 20:20,29.98,148.02,31.61
SH00088,2024-01-06 20:30,12.12,413.92,3.49
SH00083,2024-01-06 20:40,21.15,445.18,31.47
SH00066,2024-01-06 20:50,26.64,440.44,44.9
SH00047,2024-01-06 21:00,24.13,232.62,1.87
SH00147,2024-01-06 21:10,21.96,211.1,4.88
SH00065,2024-01-06 21:20,16.37,92.22,19.48
SH00003,2024-01-06 21:30,27.9,410.44,29.89
SH00160,2024-01-06 21:40,10.92,314.21,34.79
SH00149,2024-01-06 21:50,20.77,111.03,13.88
SH00157,2024-01-06 22:00,22.11,129.13,5.38
SH00049,2024-01-06 22:10,16.57,475.57,46.29
SH00018,2024-01-06 22:20,27.55,147.11,31.09
SH00008,2024-01-06 22:30,19.56,111.24,23.94
SH00003,2024-01-06 22:40,24.13,131.12,6.63
SH00070,2024-01-06 22:50,11.88,327.53,43.98
SH00016,2024-01-06 23:00,18.24,460.56,9.24
SH00004,2024-01-06 23:10,11.88,294.93,32.44
SH00076,2024-01-06 23:20,25.22,298.74,42.65
SH00008,2024-01-06 23:30,13.15,675.78,40.43
SH00113,2024-01-06 23:40,18.23,365.7,46.9
SH00110,2024-01-06 23:50,23.15,490.94,20.83
SH00148,2024-01-07 00:00,15.7,189.02,17.58
SH00017,2024-01-07 00:10,27.95,260.36,16.0
SH00084,2024-01-07 00:20,29.8,357.97,31.18
SH00099,2024-01-07 00:30,27.2,350.33,41.09
SH00082,2024-01-07 00:40,17.67,327.43,9.06
SH00010,2024-01-07 00:50,22.68,128.52,24.01
SH00170,2024-01-07 01:00,28.73,240.54,8.66
SH00060,2024-01-07 01:10,20.75,91.97,12.5
SH00139,2024-01-07 01:20,25.65,136.34,33.84
SH00079,2024-01-07 01:30,12.54,344.17,42.93
SH00173,2024-01-07 01:40,13.55,385.11,13.51
SH00173,2024-01-07 01:50,20.35,322.03,47.61
SH00027,2024-01-07 02:00,28.78,381.91,19.06
SH00010,2024-01-07 02:10,20.15,399.22,18.1
SH00144,2024-01-07 02:20,13.53,474.7,47.24
SH00116,2024-01-07 02:30,15.38,203.01,41.64
SH00144,2024-01-07 02:40,22.67,471.18,40.35
SH00123,2024-01-07 02:50,26.87,439.53,12.44
SH00109,2024-01-07 03:00,15.67,144.29,30.05
SH00085,2024-01-07 03:10,10.9,756.06,40.13
SH00071,2024-01-07 03:20,12.73,278.9,22.77
SH00157,2024-01-07 03:30,22.9,350.13,25.82
SH00138,2024-01-07 03:40,22.23,166.2,0.82
SH00165,2024-01-07 03:50,10.44,438.48,42.76
SH00067,2024-01-07 04:00,22.42,458.68,4.04
SH00135,2024-01-07 04:10,15.21,478.13,35.79
SH00101,2024-01-07 04:20,19.61,211.32,21.61
SH00020,2024-01-07 04:30,20.86,277.33,47.18
SH00170,2024-01-07 04:40,15.85,303.34,36.16
SH00054,2024-01-07 04:50,29.39,215.57,44.38
SH00084,2024-01-07 05:00,10.37,489.38,46.32
SH00166,2024-01-07 05:10,16.7,234.03,42.84
SH00125,2024-01-07 05:20,16.86,70.5,41.24
SH00046,2024-01-07 05:30,25.91,245.59,23.58
SH00085,2024-01-07 05:40,26.03,105.97,47.95
SH00175,2024-01-07 05:50,27.19,292.51,43.56
SH00045,2024-01-07 06:00,25.11,443.54,15.04
SH00106,2024-01-07 06:10,25.21,162.22,32.34
SH00105,2024-01-07 06:20,27.19,440.68,33.56
SH00057,2024-01-07 06:30,10.38,427.95,1.09
SH00113,2024-01-07 06:40,20.99,219.82,16.67
SH00054,2024-01-07 06:50,10.03,182.28,46.03
SH00126,2024-01-07 07:00,19.19,285.88,37.95
SH00084,2024-01-07 07:10,18.3,73.22,9.72
SH00175,2024-01-07 07:20,15.63,332.99,12.91
SH00063,2024-01-07 07:30,14.65,291.75,33.71
SH00113,2024-01-07 07:40,23.59,89.95,35.7
SH00057,2024-01-07 07:50,26.76,448.66,15.07
SH00110,2024-01-07 08:00,13.46,236.06,6.8
SH00138,2024-01-07 08:10,16.26,68.51,30.71
SH00155,2024-01-07 08:20,19.77,273.15,39.18
SH00157,2024-01-07 08:30,15.45,179.08,11.97
SH00086,2024-01-07 08:40,12.77,209.36,9.51
SH00008,2024-01-07 08:50,29.25,402.8,23.81
SH00073,2024-01-07 09:00,10.5,442.45,1.13
SH00091,2024-01-07 09:10,11.61,318.55,17.54
SH00121,2024-01-07 09:20,25.33,343.28,10.4
SH00009,2024-01-07 09:30,22.87,70.93,42.56
SH00096,2024-01-07 09:40,17.97,376.69,7.5
SH00088,2024-01-07 09:50,14.88,492.44,40.02
SH00063,2024-01-07 10:00,16.84,131.13,10.01
SH00111,2024-01-07 10:10,29.68,34.079999999999984,45.77
SH00067,2024-01-07 10:20,19.33,434.96,28.53
SH00063,2024-01-07 10:30,26.3,313.21,37.67
SH00021,2024-01-07 10:40,22.0,394.42,25.09
SH00081,2024-01-07 10:50,29.87,89.04,5.09
SH00115,2024-01-07 11:00,25.75,174.51,21.32
SH00115,2024-01-07 11:10,18.5,91.85,32.14
SH00172,2024-01-07 11:20,10.0,374.25,36.65
SH00099,2024-01-07 11:30,20.95,116.27,30.71
SH00095,2024-01-07 11:40,8.079999999999998,490.08,29.31
SH00043,2024-01-07 11:50,24.03,361.24,0.18
SH00128,2024-01-07 12:00,18.46,178.6,0.87
SH00062,2024-01-07 12:10,22.46,240.05,45.73
SH00018,2024-01-07 12:20,14.33,89.71,19.43
SH00116,2024-01-07 12:30,27.35,145.95,29.54
SH00129,2024-01-07 12:40,16.79,167.52,14.96
SH00049,2024-01-07 12:50,16.55,168.11,5.16
SH00173,2024-01-07 13:00,13.33,374.9,39.15
SH00092,2024-01-07 13:10,29.84,291.77,37.39
SH00106,2024-01-07 13:20,16.2,440.18,24.85
SH00053,2024-01-07 13:30,38.370000000000005,84.36,33.72
SH00051,2024-01-07 13:40,15.35,475.1,20.92
SH00090,2024-01-07 13:50,14.2,329.9,26.36
SH00178,2024-01-07 14:00,12.38,297.67,16.39
SH00015,2024-01-07 14:10,26.18,285.13,35.29
SH00044,2024-01-07 14:20,29.42,299.3,18.76
SH00029,2024-01-07 14:30,17.54,205.32,31.04
SH00025,2024-01-07 14:40,21.75,189.97,38.11
SH00011,2024-01-07 14:50,24.65,496.74,48.03
SH00099,2024-01-07 15:00,13.78,107.21,30.34
SH00041,2024-01-07 15:10,12.06,323.72,18.5
SH00014,2024-01-07 15:20,26.81,380.98,5.08
SH00121,2024-01-07 15:30,28.09,182.84,49.51
SH00051,2024-01-07 15:40,14.99,199.55,32.06
SH00017,2024-01-07 15:50,16.41,567.55,2.94
SH00137,2024-01-07 16:00,11.76,370.49,44.69
SH00105,2024-01-07 16:10,17.21,297.06,33.18
SH00111,2024-01-07 16:20,14.75,410.1,16.28
SH00143,2024-01-07 16:30,24.84,132.69,29.55
SH00154,2024-01-07 16:40,15.34,118.72,20.85
SH00027,2024-01-07 16:50,10.46,487.26,45.89
SH00098,2024-01-07 17:00,23.8,91.98,2.94
SH00180,2024-01-07 17:10,24.53,336.4,8.0
SH00032,2024-01-07 17:20,18.09,113.63,41.21
SH00022,2024-01-07 17:30,22.66,274.65,46.39
SH00098,2024-01-07 17:40,26.71,305.82,19.07
SH00162,2024-01-07 17:50,15.42,807.8199999999999,46.62
SH00146,2024-01-07 18:00,14.61,347.92,31.71
SH00091,2024-01-07 18:10,19.85,392.03,27.56
SH00041,2024-01-07 18:20,12.92,70.98,32.27
SH00144,2024-01-07 18:30,16.79,272.01,6.44
SH00032,2024-01-07 18:40,12.89,207.34,14.76
SH00012,2024-01-07 18:50,16.62,498.13,44.23
SH00038,2024-01-07 19:00,28.27,476.48,19.97
SH00142,2024-01-07 19:10,10.57,406.08,41.59
SH00092,2024-01-07 19:20,26.94,448.88,13.17
SH00156,2024-01-07 19:30,29.32,68.75,28.98
SH00129,2024-01-07 19:40,29.44,312.99,16.52
SH00053,2024-01-07 19:50,10.71,455.26,16.46
SH00035,2024-01-07 20:00,14.41,301.49,26.54
SH00098,2024-01-07 20:10,16.95,363.77,45.57
SH00019,2024-01-07 20:20,14.12,346.55,2.62
SH00036,2024-01-07 20:30,26.87,60.36,4.41
SH00050,2024-01-07 20:40,21.12,54.1,13.97
SH00115,2024-01-07 20:50,18.05,85.84,28.87
SH00032,2024-01-07 21:00,25.2,378.62,42.84
SH00083,2024-01-07 21:10,24.6,302.05,47.54
SH00151,2024-01-07 21:20,24.23,104.92,22.98
SH00093,2024-01-07 21:30,14.67,248.22,28.04
SH00105,2024-01-07 21:40,19.48,337.82,41.0
SH00169,2024-01-07 21:50,24.6,272.04,40.39
SH00133,2024-01-07 22:00,18.08,332.06,37.41
SH00098,2024-01-07 22:10,23.78,117.16,44.55
SH00170,2024-01-07 22:20,20.7,133.51,44.3
SH00138,2024-01-07 22:30,28.02,392.06,5.54
SH00054,2024-01-07 22:40,10.83,454.22,25.71
SH00175,2024-01-07 22:50,28.84,240.08,45.33
SH00157,2024-01-07 23:00,28.98,175.34,40.09
SH00072,2024-01-07 23:10,21.49,423.93,23.75
SH00163,2024-01-07 23:20,14.01,471.93,16.12
SH00085,2024-01-07 23:30,21.99,121.39,25.15
SH00118,2024-01-07 23:40,29.31,89.14,34.29
SH00135,2024-01-07 23:50,17.72,449.3,46.43
SH00031,2024-01-08 00:00,26.78,343.36,39.5
SH00086,2024-01-08 00:10,14.48,325.91,17.78
SH00165,2024-01-08 00:20,18.72,449.02,30.57
SH00061,2024-01-08 00:30,28.71,53.57,40.45
SH00130,2024-01-08 00:40,26.36,77.46,5.51
SH00022,2024-01-08 00:50,25.17,197.28,23.77
SH00072,2024-01-08 01:00,12.89,285.95,37.97
SH00170,2024-01-08 01:10,22.0,265.82,20.51
SH00066,2024-01-08 01:20,18.72,362.37,47.75
SH00009,2024-01-08 01:30,15.49,907.14,9.83
SH00057,2024-01-08 01:40,18.77,158.9,39.73
SH00125,2024-01-08 01:50,12.09,-94.34,13.06
SH00150,2024-01-08 02:00,13.08,226.83,30.75
SH00104,2024-01-08 02:10,22.66,112.0,6.8
SH00102,2024-01-08 02:20,28.5,433.65,14.95
SH00177,2024-01-08 02:30,13.06,288.82,49.07
SH00175,2024-01-08 02:40,13.07,275.59,36.89
SH00092,2024-01-08 02:50,29.4,375.19,42.49
SH00143,2024-01-08 03:00,14.92,58.82,24.86
SH00036,2024-01-08 03:10,11.79,121.42,9.12
SH00095,2024-01-08 03:20,17.95,38.610000000000014,13.35
SH00124,2024-01-08 03:30,26.6,86.98,39.06
SH00026,2024-01-08 03:40,22.14,79.1,24.16
SH00174,2024-01-08 03:50,23.76,184.52,39.67
SH00053,2024-01-08 04:00,23.44,243.25,13.78
SH00173,2024-01-08 04:10,25.2,282.81,32.2
SH00113,2024-01-08 04:20,18.9,207.73,39.01
SH00005,2024-01-08 04:30,17.23,186.35,30.64
SH00164,2024-01-08 04:40,26.71,150.19,38.29
SH00027,2024-01-08 04:50,16.73,234.74,28.18
SH00150,2024-01-08 05:00,15.31,325.62,44.88
SH00178,2024-01-08 05:10,14.82,439.31,17.29
SH00032,2024-01-08 05:20,29.88,348.8,5.49
SH00119,2024-01-08 05:30,19.1,152.92,14.39
SH00019,2024-01-08 05:40,26.37,346.67,34.71
SH00094,2024-01-08 05:50,19.37,275.22,20.06
SH00166,2024-01-08 06:00,29.33,335.25,15.45
SH00167,2024-01-08 06:10,17.48,146.3,33.26
SH00138,2024-01-08 06:20,17.33,217.8,27.63
SH00150,2024-01-08 06:30,25.72,426.5,24.3
SH00093,2024-01-08 06:40,28.56,93.97,20.44
SH00136,2024-01-08 06:50,25.47,168.12,32.01
SH00062,2024-01-08 07:00,14.27,381.23,39.35
SH00077,2024-01-08 07:10,10.36,95.79,20.02
SH00163,2024-01-08 07:20,24.33,164.52,48.95
SH00178,2024-01-08 07:30,14.91,180.88,27.8
SH00011,2024-01-08 07:40,20.36,147.54,46.94
SH00010,2024-01-08 07:50,12.45,561.43,30.42
SH00090,2024-01-08 08:00,22.32,64.06,42.32
SH00010,2024-01-08 08:10,28.8,257.01,39.53
SH00140,2024-01-08 08:20,18.65,318.82,47.21
SH00102,2024-01-08 08:30,28.08,120.24,37.46
SH00061,2024-01-08 08:40,23.29,396.79,46.17
SH00064,2024-01-08 08:50,17.06,139.07,21.42
SH00173,2024-01-08 09:00,25.91,366.45,29.72
SH00033,2024-01-08 09:10,12.66,292.25,13.5
SH00089,2024-01-08 09:20,26.41,388.98,30.6
SH00155,2024-01-08 09:30,19.36,435.77,8.25
SH00059,2024-01-08 09:40,18.64,432.98,46.14
SH00146,2024-01-08 09:50,18.28,395.88,44.22
SH00006,2024-01-08 10:00,13.92,395.44,48.67
SH00117,2024-01-08 10:10,23.47,152.75,18.21
SH00144,2024-01-08 10:20,26.28,225.42,1.26
SH00047,2024-01-08 10:30,28.97,351.22,11.86
