site_code,obs_time,water_level,flow,rainfall
SH00137,2024-01-04 14:50,ABC,341.94,21.02
SH00054,2024-01-04 15:00,28.81,358.22,45.01
SH00030,2024-01-04 15:10,22.05,333.48,19.11
SH00132,2024-01-04 15:20,23.44,403.54,31.85
SH00012,2024-01-04 15:30,13.17,313.74,17.6
SH00097,2024-01-04 15:40,15.45,177.25,32.0
SH00002,2024-01-04 15:50,24.22,50.54,21.04
SH00080,2024-01-04 16:00,20.9,393.13,24.82
SH00116,2024-01-04 16:10,28.47,448.17,4.45
SH00089,2024-01-04 16:20,18.53,495.77,12.85
SH00063,2024-01-04 16:30,17.06,364.56,23.51
SH00070,2024-01-04 16:40,21.3,327.41,48.14
SH00163,2024-01-04 16:50,21.31,211.14,28.47
SH00013,2024-01-04 17:00,23.89,317.1,35.95
SH00042,2024-01-04 17:10,20.58,258.2,33.72
SH00021,2024-01-04 17:20,27.07,326.34,45.81
SH00146,2024-01-04 17:30,25.27,325.28,17.43
SH00064,2024-01-04 17:40,15.97,198.68,13.09
SH00057,2024-01-04 17:50,16.15,165.83,3.65
SH00102,2024-01-04 18:00,21.39,321.57,12.23
SH00067,2024-01-04 18:10,15.52,252.9,11.32
SH00068,2024-01-04 18:20,10.34,391.58,41.84
SH00058,2024-01-04 18:30,10.95,197.68,21.01
SH00056,2024-01-04 18:40,29.77,351.05,26.66
SH00070,2024-01-04 18:50,12.0,120.96,48.37
SH00115,2024-01-04 19:00,12.58,361.07,5.76
SH00084,2024-01-04 19:10,16.03,433.23,17.39
SH00106,2024-01-04 19:20,17.41,262.68,29.28
SH00063,2024-01-04 19:30,10.2,185.8,28.33
SH00017,2024-01-04 19:40,12.97,324.92,28.33
SH00092,2024-01-04 19:50,12.13,400.45,10.2
SH00101,2024-01-04 20:00,27.29,287.94,29.75
SH00161,2024-01-04 20:10,23.55,262.11,0.12
SH00021,2024-01-04 20:20,28.45,324.27,47.22
SH00077,2024-01-04 20:30,13.78,363.09,19.83
SH00139,2024-01-04 20:40,21.01,71.63,10.24
SH00105,2024-01-04 20:50,13.15,351.84,6.79
SH00118,2024-01-04 21:00,15.86,169.31,10.4
SH00170,2024-01-04 21:10,19.02,310.75,25.22
SH00102,2024-01-04 21:20,25.63,293.12,1.4
SH00167,2024-01-04 21:30,16.28,368.53,7.04
SH00150,2024-01-04 21:40,29.19,118.85,40.24
SH00125,2024-01-04 21:50,18.76,178.72,23.29
SH00054,2024-01-04 22:00,26.83,76.3,11.42
SH00013,2024-01-04 22:10,13.27,416.78,30.48
SH00047,2024-01-04 22:20,18.97,201.55,43.61
SH00052,2024-01-04 22:30,12.67,497.31,31.18
SH00035,2024-01-04 22:40,16.6,8.129999999999995,5.39
SH00057,2024-01-04 22:50,13.95,233.73,22.05
SH00110,2024-01-04 23:00,25.67,214.34,40.79
SH00123,2024-01-04 23:10,22.19,206.32,40.69
SH00045,2024-01-04 23:20,15.56,216.59,2.8
SH00060,2024-01-04 23:30,24.69,300.26,12.92
SH00056,2024-01-04 23:40,15.42,463.05,39.62
SH00118,2024-01-04 23:50,11.36,487.49,29.08
SH00005,2024-01-05 00:00,11.82,372.96,47.88
SH00014,2024-01-05 00:10,27.62,76.32,40.72
SH00067,2024-01-05 00:20,23.21,295.91,36.48
SH00122,2024-01-05 00:30,22.84,360.94,16.06
SH00154,2024-01-05 00:40,28.71,132.29,13.19
SH00059,2024-01-05 00:50,20.74,464.22,7.7
SH00087,2024-01-05 01:00,20.12,469.01,8.99
SH00150,2024-01-05 01:10,25.64,204.46,19.71
SH00130,2024-01-05 01:20,24.49,116.34,12.37
SH00147,2024-01-05 01:30,25.39,84.34,9.32
SH00013,2024-01-05 01:40,12.38,256.05,25.68
SH00177,2024-01-05 01:50,21.06,413.3,37.14
SH00019,2024-01-05 02:00,19.09,72.27,41.22
SH00162,2024-01-05 02:10,28.65,319.22,17.63
SH00065,2024-01-05 02:20,23.89,130.19,15.92
SH00127,2024-01-05 02:30,12.04,128.98,45.27
SH00064,2024-01-05 02:40,14.41,254.48,8.18
SH00037,2024-01-05 02:50,12.26,129.27,33.96
SH00166,2024-01-05 03:00,17.65,181.14999999999998,45.44
SH00052,2024-01-05 03:10,29.52,682.49,22.14
SH00131,2024-01-05 03:20,21.98,465.1,0.59
SH00003,2024-01-05 03:30,27.2,326.23,18.88
SH00157,2024-01-05 03:40,25.32,190.95,39.4
SH00180,2024-01-05 03:50,28.08,228.77,31.73
SH00154,2024-01-05 04:00,24.82,236.35,13.4
SH00082,2024-01-05 04:10,25.9,122.01,17.93
SH00103,2024-01-05 04:20,16.99,87.67,40.48
SH00147,2024-01-05 04:30,24.5,120.95,29.63
SH00106,2024-01-05 04:40,14.37,118.24,15.89
SH00103,2024-01-05 04:50,14.65,159.96,33.42
SH00045,2024-01-05 05:00,26.53,375.22,33.2
SH00097,2024-01-05 05:10,11.52,348.46,31.18
SH00087,2024-01-05 05:20,11.94,142.14,5.35
SH00011,2024-01-05 05:30,10.87,308.25,42.58
SH00017,2024-01-05 05:40,26.38,87.67,42.53
SH00020,2024-01-05 05:50,17.44,183.23,33.14
SH00138,2024-01-05 06:00,13.07,245.95,20.86
SH00003,2024-01-05 06:10,12.08,312.28,26.54
SH00100,2024-01-05 06:20,16.19,687.52,6.68
SH00046,2024-01-05 06:30,21.4,276.11,46.62
SH00063,2024-01-05 06:40,26.64,284.35,38.8
SH00073,2024-01-05 06:50,28.91,229.68,15.54
SH00034,2024-01-05 07:00,14.35,346.33,5.59
SH00038,2024-01-05 07:10,13.58,136.99,0.86
SH00042,2024-01-05 07:20,22.23,289.35,39.79
SH00131,2024-01-05 07:30,28.34,305.76,43.09
SH00158,2024-01-05 07:40,18.93,421.42,20.31
SH00072,2024-01-05 07:50,21.51,287.08,32.58
SH00141,2024-01-05 08:00,10.4,148.7,21.6
SH00044,2024-01-05 08:10,24.12,78.07,17.39
SH00087,2024-01-05 08:20,3.869999999999999,228.21,43.65
SH00046,2024-01-05 08:30,15.4,948.8299999999999,44.96
SH00142,2024-01-05 08:40,23.78,466.21,42.12
SH00145,2024-01-05 08:50,25.35,78.1,22.56
SH00118,2024-01-05 09:00,25.13,470.1,42.89
SH00053,2024-01-05 09:10,27.64,275.72,44.65
SH00053,2024-01-05 09:20,14.29,267.64,45.01
SH00030,2024-01-05 09:30,27.67,483.56,45.65
SH00046,2024-01-05 09:40,17.95,97.14,21.7
SH00001,2024-01-05 09:50,29.46,135.44,33.19
SH00058,2024-01-05 10:00,24.34,118.56,33.65
SH00058,2024-01-05 10:10,16.99,134.08,36.86
SH00123,2024-01-05 10:20,16.51,472.05,36.81
SH00124,2024-01-05 10:30,19.86,92.74,2.17
SH00149,2024-01-05 10:40,13.34,335.66,46.72
SH00069,2024-01-05 10:50,14.95,83.78,6.37
SH00030,2024-01-05 11:00,19.21,276.43,5.53
SH00137,2024-01-05 11:10,22.87,293.46,14.95
SH00173,2024-01-05 11:20,10.33,372.29,36.59
SH00179,2024-01-05 11:30,29.07,229.66,19.22
SH00148,2024-01-05 11:40,26.59,112.26,22.41
SH00145,2024-01-05 11:50,27.82,123.13,16.31
SH00161,2024-01-05 12:00,22.73,393.8,36.91
SH00156,2024-01-05 12:10,10.45,170.65,23.76
SH00152,2024-01-05 12:20,29.77,187.03,38.22
SH00006,2024-01-05 12:30,21.25,298.96,29.76
SH00066,2024-01-05 12:40,21.18,358.51,42.53
SH00131,2024-01-05 12:50,13.87,323.72,25.2
SH00063,2024-01-05 13:00,15.78,256.25,47.19
SH00149,2024-01-05 13:10,20.73,289.95,49.86
SH00008,2024-01-05 13:20,15.3,192.22,39.62
SH00101,2024-01-05 13:30,27.52,197.0,8.55
SH00042,2024-01-05 13:40,17.97,482.53,1.95
SH00016,2024-01-05 13:50,10.36,294.96,13.53
SH00027,2024-01-05 14:00,25.4,50.25,43.86
SH00171,2024-01-05 14:10,26.09,198.45,15.26
SH00159,2024-01-05 14:20,21.9,263.18,41.67
SH00089,2024-01-05 14:30,18.32,439.47,0.73
SH00095,2024-01-05 14:40,28.3,71.26,10.64
SH00174,2024-01-05 14:50,18.07,316.48,43.47
SH00005,2024-01-05 15:00,28.22,477.64,19.37
SH00145,2024-01-05 15:10,13.83,247.22,27.07
SH00111,2024-01-05 15:20,18.98,73.3,38.06
SH00168,2024-01-05 15:30,12.37,262.45,20.72
SH00029,2024-01-05 15:40,22.62,141.82,18.62
SH00070,2024-01-05 15:50,28.38,186.36,48.45
SH00012,2024-01-05 16:00,17.87,173.42,17.15
SH00103,2024-01-05 16:10,26.37,218.4,15.04
SH00033,2024-01-05 16:20,12.34,459.57,30.56
SH00081,2024-01-05 16:30,28.65,395.65,9.21
SH00003,2024-01-05 16:40,16.64,146.95,31.76
SH00008,2024-01-05 16:50,15.17,188.29,45.04
SH00084,2024-01-05 17:00,17.45,150.28,21.85
SH00060,2024-01-05 17:10,20.69,190.64,24.45
SH00086,2024-01-05 17:20,24.57,148.17,8.31
SH00015,2024-01-05 17:30,10.07,162.11,6.39
SH00018,2024-01-05 17:40,28.59,400.61,11.84
SH00119,2024-01-05 17:50,19.89,241.52,13.53
SH00159,2024-01-05 18:00,16.93,194.44,33.76
SH00150,2024-01-05 18:10,23.37,126.64,42.08
SH00026,2024-01-05 18:20,18.12,489.87,16.38
SH00018,2024-01-05 18:30,11.09,462.31,26.45
SH00154,2024-01-05 18:40,11.85,251.71,15.36
SH00164,2024-01-05 18:50,14.3,397.57,14.88
SH00076,2024-01-05 19:00,12.24,405.26,23.06
SH00147,2024-01-05 19:10,19.19,166.98,42.37
SH00060,2024-01-05 19:20,19.77,290.44,11.11
SH00022,2024-01-05 19:30,27.48,80.89,10.05
SH00154,2024-01-05 19:40,29.61,242.21,1.87
SH00045,2024-01-05 19:50,26.24,300.57,17.63
SH00051,2024-01-05 20:00,10.19,422.24,21.74
SH00047,2024-01-05 20:10,12.44,361.18,20.43
SH00084,2024-01-05 20:20,24.58,267.18,40.29
SH00145,2024-01-05 20:30,27.27,210.31,34.28
SH00098,2024-01-05 20:40,19.93,380.85,22.13
SH00102,2024-01-05 20:50,21.78,79.39,15.52
SH00151,2024-01-05 21:00,22.09,165.63,18.8
SH00088,2024-01-05 21:10,11.05,314.39,29.29
SH00013,2024-01-05 21:20,20.65,299.35,23.98
SH00060,2024-01-05 21:30,26.65,357.69,17.02
SH00153,2024-01-05 21:40,18.19,284.93,45.23
SH00071,2024-01-05 21:50,24.72,281.57,25.84
SH00172,2024-01-05 22:00,22.3,256.02,18.54
SH00095,2024-01-05 22:10,26.48,450.42,16.43
SH00134,2024-01-05 22:20,12.53,283.24,5.56
SH00019,2024-01-05 22:30,18.82,312.71,36.56
SH00162,2024-01-05 22:40,26.77,419.0,14.96
SH00116,2024-01-05 22:50,27.97,257.95,46.31
SH00068,2024-01-05 23:00,28.51,414.9,39.5
SH00128,2024-01-05 23:10,25.21,121.94,49.75
SH00047,2024-01-05 23:20,24.52,337.19,10.5
SH00138,2024-01-05 23:30,12.28,86.86,12.29
SH00138,2024-01-05 23:40,1.5999999999999996,475.37,16.83
SH00159,2024-01-05 23:50,23.13,439.91,42.19
SH00027,2024-01-06 00:00,18.91,309.69,18.52
SH00109,2024-01-06 00:10,21.7,149.46,39.47
SH00081,2024-01-06 00:20,24.89,292.31,1.03
SH00004,2024-01-06 00:30,25.38,51.01999999999998,9.76
SH00032,2024-01-06 00:40,21.51,404.27,3.99
SH00033,2024-01-06 00:50,27.06,493.14,15.37
SH00032,2024-01-06 01:00,14.87,241.97,28.7
SH00137,2024-01-06 01:10,25.95,435.01,35.86
SH00035,2024-01-06 01:20,15.99,371.59,10.33
SH00179,2024-01-06 01:30,25.9,288.92,10.28
SH00113,2024-01-06 01:40,11.58,360.59,25.48
SH00054,2024-01-06 01:50,27.06,409.32,3.02
SH00111,2024-01-06 02:00,11.81,334.79,14.59
SH00086,2024-01-06 02:10,27.22,419.19,11.97
SH00089,2024-01-06 02:20,25.8,102.06,18.99
SH00158,2024-01-06 02:30,10.85,110.31,25.4
SH00117,2024-01-06 02:40,10.56,121.28,29.73
SH00105,2024-01-06 02:50,10.09,461.35,14.75
SH00066,2024-01-06 03:00,15.13,417.65,34.15
SH00160,2024-01-06 03:10,29.98,257.82,47.44
SH00138,2024-01-06 03:20,27.44,335.67,14.98
SH00096,2024-01-06 03:30,29.27,66.86,33.46
SH00055,2024-01-06 03:40,10.17,114.22,20.98
SH00131,2024-01-06 03:50,27.45,168.48,12.96
SH00149,2024-01-06 04:00,14.6,192.64,10.57
SH00012,2024-01-06 04:10,18.37,230.96,34.76
SH00156,2024-01-06 04:20,22.53,361.42,0.18
SH00072,2024-01-06 04:30,28.77,279.12,38.26
SH00090,2024-01-06 04:40,12.24,368.11,41.56
SH00117,2024-01-06 04:50,12.72,270.93,22.68
SH00109,2024-01-06 05:00,26.12,481.93,49.26
SH00070,2024-01-06 05:10,25.51,394.55,1.76
SH00129,2024-01-06 05:20,25.2,455.52,25.36
SH00167,2024-01-06 05:30,24.95,482.81,11.12
SH00122,2024-01-06 05:40,18.99,423.23,4.71
SH00160,2024-01-06 05:50,28.26,473.94,17.46
SH00108,2024-01-06 06:00,29.39,133.83,6.39
SH00043,2024-01-06 06:10,29.4,465.72,3.39
SH00060,2024-01-06 06:20,27.89,325.05,36.21
SH00002,2024-01-06 06:30,15.37,175.77,0.98
SH00152,2024-01-06 06:40,26.78,172.45,28.25
SH00062,2024-01-06 06:50,26.8,339.46,2.97
SH00026,2024-01-06 07:00,29.1,465.62,7.21
SH00008,2024-01-06 07:10,21.75,380.92,23.73
SH00148,2024-01-06 07:20,18.14,132.5,18.66
SH00037,2024-01-06 07:30,13.71,56.29,41.62
SH00045,2024-01-06 07:40,18.38,98.55,41.42
SH00098,2024-01-06 07:50,20.52,594.65,19.07
SH00115,2024-01-06 08:00,23.89,126.43,46.71
SH00153,2024-01-06 08:10,16.7,406.59,19.55
SH00018,2024-01-06 08:20,21.42,638.47,47.92
SH00122,2024-01-06 08:30,22.1,63.51,4.79
SH00145,2024-01-06 08:40,29.31,61.7,23.07
SH00009,2024-01-06 08:50,23.09,127.25,4.68
SH00145,2024-01-06 09:00,10.83,279.19,44.23
SH00048,2024-01-06 09:10,12.4,411.92,12.69
SH00072,2024-01-06 09:20,24.87,406.56,49.94
SH00018,2024-01-06 09:30,19.48,52.83,12.84
SH00038,2024-01-06 09:40,26.5,391.81,14.66
SH00048,2024-01-06 09:50,17.21,91.78,19.87
SH00151,2024-01-06 10:00,15.4,87.03,47.72
SH00005,2024-01-06 10:10,21.67,187.29,41.16
SH00047,2024-01-06 10:20,17.52,60.17,33.72
SH00081,2024-01-06 10:30,11.89,465.33,23.52
SH00077,2024-01-06 10:40,24.4,60.85,48.53
SH00178,2024-01-06 10:50,17.18,293.02,5.6
SH00148,2024-01-06 11:00,23.35,193.85,46.51
SH00044,2024-01-06 11:10,26.11,293.22,20.23
SH00156,2024-01-06 11:20,26.05,448.2,12.76
SH00132,2024-01-06 11:30,23.49,107.11,23.18
SH00129,2024-01-06 11:40,20.51,190.38,12.94
SH00169,2024-01-06 11:50,21.15,89.86,28.23
SH00159,2024-01-06 12:00,26.93,108.78,21.86
SH00136,2024-01-06 12:10,28.67,395.84,47.12
SH00161,2024-01-06 12:20,12.56,138.82,16.3
SH00131,2024-01-06 12:30,18.74,252.07,47.53
SH00147,2024-01-06 12:40,29.31,234.6,13.72
SH00003,2024-01-06 12:50,13.36,499.04,9.97
SH00038,2024-01-06 13:00,27.32,211.68,16.44
SH00001,2024-01-06 13:10,11.22,58.18,25.95
SH00104,2024-01-06 13:20,9.07,317.18,30.61
SH00031,2024-01-06 13:30,18.12,51.19,28.98
SH00146,2024-01-06 13:40,25.06,332.5,41.02
SH00117,2024-01-06 13:50,24.84,311.89,26.6
SH00159,2024-01-06 14:00,10.89,54.01,39.76
SH00022,2024-01-06 14:10,28.86,439.97,27.38
SH00063,2024-01-06 14:20,10.81,60.38,29.84
SH00071,2024-01-06 14:30,23.69,162.07,5.94
SH00115,2024-01-06 14:40,11.65,93.25,44.12
SH00143,2024-01-06 14:50,22.92,362.44,16.49
SH00080,2024-01-06 15:00,13.0,58.18,31.8
SH00018,2024-01-06 15:10,17.26,195.77,11.96
SH00083,2024-01-06 15:20,17.5,308.64,29.86
SH00070,2024-01-06 15:30,27.26,244.37,7.41
SH00036,2024-01-06 15:40,15.34,339.78,0.8
SH00024,2024-01-06 15:50,23.77,118.49,6.89
SH00074,2024-01-06 16:00,29.36,117.18,44.53
SH00129,2024-01-06 16:10,27.74,273.6,34.44
SH00092,2024-01-06 16:20,22.74,136.69,15.58
SH00117,2024-01-06 16:30,10.35,182.6,7.97
SH00036,2024-01-06 16:40,21.03,199.41,27.45
SH00161,2024-01-06 16:50,13.53,334.2,16.37
SH00102,2024-01-06 17:00,12.29,64.27,23.23
SH00110,2024-01-06 17:10,18.17,74.2,6.39
SH00023,2024-01-06 17:20,10.59,375.53,37.28
SH00033,2024-01-06 17:30,21.36,495.59,31.36
SH00008,2024-01-06 17:40,23.1,169.02,26.62
SH00110,2024-01-06 17:50,18.7,196.3,47.79
SH00067,2024-01-06 18:00,16.24,376.43,48.53
SH00037,2024-01-06 18:10,29.57,238.53,10.94
SH00007,2024-01-06 18:20,12.14,89.65,11.83
SH00161,2024-01-06 18:30,29.66,483.82,15.46
SH00090,2024-01-06 18:40,21.17,239.84,24.56
SH00082,2024-01-06 18:50,25.14,387.25,6.31
SH00101,2024-01-06 19:00,19.06,51.71,19.6
SH00090,2024-01-06 19:10,28.64,402.43,47.64
SH00020,2024-01-06 19:20,29.13,329.63,22.1
SH00114,2024-01-06 19:30,20.21,429.94,39.51
SH00021,2024-01-06 19:40,23.25,310.18,31.96
SH00028,2024-01-06 19:50,26.13,186.49,28.28
SH00033,2024-01-06 20:00,14.71,438.84,40.58
SH00108,2024-01-06 20:10,27.57,389.26,27.38
SH00087,2024-01-06 20:20,25.81,244.77,12.64
SH00092,2024-01-06 20:30,15.14,403.54,0.86
SH00073,2024-01-06 20:40,22.86,89.57,6.19
SH00051,2024-01-06 20:50,20.93,86.14,7.34
SH00110,2024-01-06 21:00,14.67,151.41,33.86
SH00129,2024-01-06 21:10,26.13,375.81,26.41
SH00138,2024-01-06 21:20,10.46,232.32,12.98
SH00026,2024-01-06 21:30,26.33,496.83,9.09
SH00080,2024-01-06 21:40,13.92,387.39,4.11
SH00008,2024-01-06 21:50,12.37,230.65,15.55
SH00002,2024-01-06 22:00,26.48,157.87,7.11
SH00130,2024-01-06 22:10,17.7,494.35,10.13
SH00027,2024-01-06 22:20,21.89,297.84,29.61
SH00021,2024-01-06 22:30,11.79,174.21,46.92
SH00122,2024-01-06 22:40,26.27,158.32,37.51
SH00120,2024-01-06 22:50,25.24,299.65,2.28
SH00100,2024-01-06 23:00,27.68,120.01,49.38
SH00014,2024-01-06 23:10,24.44,166.27,29.09
SH00120,2024-01-06 23:20,16.43,197.9,18.23
SH00113,2024-01-06 23:30,16.81,201.96,8.28
SH00043,2024-01-06 23:40,21.16,54.19999999999999,41.86
SH00120,2024-01-06 23:50,21.97,75.31,11.33
SH00110,2024-01-07 00:00,10.55,360.62,5.55
SH00040,2024-01-07 00:10,12.6,141.26,29.79
SH00099,2024-01-07 00:20,15.03,270.68,6.03
SH00059,2024-01-07 00:30,10.81,445.24,27.98
SH00047,2024-01-07 00:40,25.97,296.16,33.69
SH00091,2024-01-07 00:50,19.31,486.63,1.57
SH00076,2024-01-07 01:00,13.88,395.61,10.66
SH00032,2024-01-07 01:10,17.81,67.12,49.67
SH00142,2024-01-07 01:20,17.05,255.15,19.92
SH00114,2024-01-07 01:30,23.64,210.43,21.85
SH00094,2024-01-07 01:40,23.94,472.82,47.17
SH00030,2024-01-07 01:50,26.77,152.58999999999997,41.17
SH00056,2024-01-07 02:00,13.95,70.89,47.05
SH00067,2024-01-07 02:10,27.86,120.44,42.43
SH00159,2024-01-07 02:20,20.76,149.96,6.85
SH00017,2024-01-07 02:30,14.41,54.6,45.64
SH00020,2024-01-07 02:40,26.28,192.38,11.43
SH00019,2024-01-07 02:50,17.54,373.86,38.18
SH00179,2024-01-07 03:00,15.82,370.81,12.25
SH00085,2024-01-07 03:10,14.65,297.48,4.67
SH00071,2024-01-07 03:20,28.24,239.28,38.44
SH00150,2024-01-07 03:30,25.74,434.99,6.11
SH00083,2024-01-07 03:40,24.89,461.48,5.56
SH00115,2024-01-07 03:50,28.15,198.28,4.92
SH00145,2024-01-07 04:00,19.96,94.31,18.11
SH00164,2024-01-07 04:10,10.91,352.15,29.93
SH00005,2024-01-07 04:20,13.07,404.05,21.76
SH00072,2024-01-07 04:30,18.46,258.16,7.07
SH00007,2024-01-07 04:40,19.21,77.52,25.0
SH00068,2024-01-07 04:50,25.09,266.31,49.75
SH00016,2024-01-07 05:00,14.33,-31.0,15.34
SH00114,2024-01-07 05:10,15.93,82.8,15.09
SH00172,2024-01-07 05:20,13.62,72.41,28.13
SH00101,2024-01-07 05:30,23.71,231.27,7.38
SH00077,2024-01-07 05:40,29.94,251.91,21.43
SH00097,2024-01-07 05:50,23.66,114.72,47.28
SH00087,2024-01-07 06:00,14.16,296.82,46.04
SH00092,2024-01-07 06:10,22.07,148.05,26.45
SH00156,2024-01-07 06:20,11.04,453.16,34.7
SH00134,2024-01-07 06:30,29.87,316.09,11.69
SH00095,2024-01-07 06:40,25.55,166.87,17.34
SH00155,2024-01-07 06:50,25.44,263.42,28.89
SH00084,2024-01-07 07:00,21.92,252.22,47.58
SH00175,2024-01-07 07:10,23.12,194.75,22.51
SH00119,2024-01-07 07:20,20.0,202.55,12.73
SH00008,2024-01-07 07:30,14.82,401.57,12.98
SH00104,2024-01-07 07:40,24.99,108.61,36.43
SH00045,2024-01-07 07:50,28.87,116.25,5.16
SH00095,2024-01-07 08:00,23.02,270.54,30.34
SH00043,2024-01-07 08:10,11.14,182.54,30.84
SH00069,2024-01-07 08:20,26.74,231.87,27.67
SH00027,2024-01-07 08:30,26.71,479.91,0.39
SH00048,2024-01-07 08:40,10.59,131.08,20.66
SH00141,2024-01-07 08:50,10.28,498.6,44.52
SH00127,2024-01-07 09:00,26.58,77.25,27.32
SH00005,2024-01-07 09:10,28.43,412.8,4.02
SH00011,2024-01-07 09:20,27.76,358.36,47.07
SH00048,2024-01-07 09:30,18.27,256.48,12.69
SH00029,2024-01-07 09:40,27.26,248.26,28.16
SH00062,2024-01-07 09:50,28.32,52.4,11.11
SH00084,2024-01-07 10:00,15.2,120.32,17.49
SH00141,2024-01-07 10:10,16.5,364.5,10.95
SH00180,2024-01-07 10:20,13.16,391.15,9.01
SH00147,2024-01-07 10:30,12.36,224.43,17.4
SH00145,2024-01-07 10:40,26.34,76.77,41.52
