site_code,obs_time,water_level,flow,rainfall
SH00038,2024-01-01 22:40,17.67,464.84,25.41
SH00071,2024-01-01 22:50,25.45,434.49,16.99
SH00001,2024-01-01 23:00,15.66,184.35,29.35
SH00039,2024-01-01 23:10,18.93,267.95,16.62
SH00083,2024-01-01 23:20,27.39,491.35,11.94
SH00106,2024-01-01 23:30,10.87,385.12,35.26
SH00170,2024-01-01 23:40,25.85,343.41,7.61
SH00152,2024-01-01 23:50,16.64,95.16,42.25
SH00004,2024-01-02 00:00,24.45,234.49,32.74
SH00068,2024-01-02 00:10,16.77,361.72,32.49
SH00137,2024-01-02 00:20,17.6,192.5,35.94
SH00010,2024-01-02 00:30,22.35,155.65,34.22
SH00024,2024-01-02 00:40,18.68,94.3,31.69
SH00178,2024-01-02 00:50,15.99,63.03,16.22
SH00111,2024-01-02 01:00,12.91,289.02,28.3
SH00021,2024-01-02 01:10,22.19,222.14,34.16
SH00060,2024-01-02 01:20,29.22,164.29,12.77
SH00174,2024-01-02 01:30,20.93,83.24,47.26
SH00109,2024-01-02 01:40,23.81,255.58,15.11
SH00028,2024-01-02 01:50,14.74,307.37,28.74
SH00169,2024-01-02 02:00,17.92,53.64,43.25
SH00156,2024-01-02 02:10,24.9,424.78,45.15
SH00091,2024-01-02 02:20,14.38,135.56,12.53
SH00175,2024-01-02 02:30,26.77,332.71,45.17
SH00113,2024-01-02 02:40,10.67,214.19,6.57
SH00107,2024-01-02 02:50,13.51,109.47,26.97
SH00070,2024-01-02 03:00,26.61,165.64,41.23
SH00087,2024-01-02 03:10,26.08,260.75,3.76
SH00174,2024-01-02 03:20,24.48,490.97,48.36
SH00102,2024-01-02 03:30,10.28,291.46,22.74
SH00150,2024-01-02 03:40,17.62,337.35,18.57
SH00159,2024-01-02 03:50,27.68,302.63,45.76
SH00119,2024-01-02 04:00,28.19,185.99,20.41
SH00078,2024-01-02 04:10,29.92,102.25,11.74
SH00095,2024-01-02 04:20,23.41,384.41,47.3
SH00040,2024-01-02 04:30,27.71,344.71,41.68
SH00072,2024-01-02 04:40,10.65,216.74,22.17
SH00026,2024-01-02 04:50,29.62,215.3,45.08
SH00071,2024-01-02 05:00,13.8,104.97,42.4
SH00165,2024-01-02 05:10,22.79,486.99,2.53
SH00145,2024-01-02 05:20,14.1,423.42,27.71
SH00060,2024-01-02 05:30,6.57,116.4,45.03
SH00139,2024-01-02 05:40,15.01,-171.48,33.05
SH00151,2024-01-02 05:50,16.48,128.41,2.62
SH00017,2024-01-02 06:00,19.52,400.11,25.66
SH00158,2024-01-02 06:10,10.87,402.45,43.35
SH00008,2024-01-02 06:20,11.22,265.54,20.08
SH00114,2024-01-02 06:30,11.47,86.36,30.41
SH00163,2024-01-02 06:40,21.71,370.47,19.05
SH00130,2024-01-02 06:50,22.11,94.63,35.09
SH00142,2024-01-02 07:00,24.42,146.76,22.58
SH00117,2024-01-02 07:10,17.97,378.33,15.63
SH00040,2024-01-02 07:20,23.74,263.42,4.56
SH00096,2024-01-02 07:30,26.24,300.37,29.32
SH00032,2024-01-02 07:40,18.22,443.12,47.06
SH00014,2024-01-02 07:50,29.37,320.18,17.58
SH00169,2024-01-02 08:00,19.64,431.27,17.51
SH00072,2024-01-02 08:10,21.48,413.25,42.26
SH00158,2024-01-02 08:20,23.5,300.53,30.45
SH00008,2024-01-02 08:30,13.61,66.20999999999998,15.45
SH00145,2024-01-02 08:40,23.15,81.31,37.05
SH00136,2024-01-02 08:50,14.3,238.92,17.04
SH00146,2024-01-02 09:00,21.92,447.5,7.78
SH00021,2024-01-02 09:10,15.44,347.87,24.28
SH00132,2024-01-02 09:20,12.28,243.46,14.16
SH00171,2024-01-02 09:30,16.17,149.23,49.22
SH00055,2024-01-02 09:40,25.35,393.87,14.47
SH00111,2024-01-02 09:50,13.51,221.09,35.18
SH00091,2024-01-02 10:00,1.4399999999999995,437.79,2.12
SH00148,2024-01-02 10:10,18.59,231.99,32.01
SH00084,2024-01-02 10:20,13.44,476.43,23.0
SH00112,2024-01-02 10:30,26.89,159.49,29.44
SH00080,2024-01-02 10:40,24.92,149.71,38.96
SH00136,2024-01-02 10:50,20.2,457.67,17.47
SH00038,2024-01-02 11:00,14.73,115.9,9.86
SH00168,2024-01-02 11:10,11.51,478.08,31.4
SH00149,2024-01-02 11:20,18.98,465.87,28.22
SH00161,2024-01-02 11:30,16.32,247.89,23.45
SH00152,2024-01-02 11:40,11.12,278.3,15.52
SH00074,2024-01-02 11:50,11.53,438.91,42.76
SH00119,2024-01-02 12:00,21.61,479.4,36.95
SH00147,2024-01-02 12:10,23.04,194.69,23.78
SH00027,2024-01-02 12:20,26.22,426.82,49.12
SH00011,2024-01-02 12:30,14.95,246.99,21.97
SH00096,2024-01-02 12:40,28.36,224.34,38.72
SH00162,2024-01-02 12:50,22.95,79.66,4.73
SH00169,2024-01-02 13:00,29.29,321.22,7.52
SH00090,2024-01-02 13:10,16.2,345.22,33.11
SH00022,2024-01-02 13:20,16.19,219.51,39.58
SH00176,2024-01-02 13:30,28.25,592.05,33.52
SH00047,2024-01-02 13:40,29.02,203.78,38.31
SH00040,2024-01-02 13:50,11.54,429.99,5.06
SH00135,2024-01-02 14:00,10.75,201.54,38.32
SH00042,2024-01-02 14:10,13.62,361.78,31.24
SH00012,2024-01-02 14:20,18.22,354.36,11.88
SH00115,2024-01-02 14:30,14.68,157.63,48.28
SH00050,2024-01-02 14:40,17.36,476.21,49.22
SH00098,2024-01-02 14:50,20.06,238.4,8.1
SH00065,2024-01-02 15:00,11.04,266.27,18.56
SH00133,2024-01-02 15:10,27.02,178.28,38.16
SH00038,2024-01-02 15:20,26.62,91.27,45.53
SH00007,2024-01-02 15:30,18.3,228.4,18.7
SH00058,2024-01-02 15:40,10.56,468.87,41.96
SH00036,2024-01-02 15:50,10.77,462.83,23.62
SH00121,2024-01-02 16:00,18.97,52.36,3.96
SH00141,2024-01-02 16:10,28.8,324.0,21.16
SH00032,2024-01-02 16:20,10.95,238.92,39.69
SH00128,2024-01-02 16:30,21.93,57.4,25.77
SH00110,2024-01-02 16:40,10.03,208.77,28.53
SH00135,2024-01-02 16:50,29.49,80.46,26.3
SH00142,2024-01-02 17:00,10.41,443.0,2.18
SH00005,2024-01-02 17:10,17.14,80.4,12.06
SH00149,2024-01-02 17:20,24.7,199.63,2.22
SH00045,2024-01-02 17:30,26.61,358.11,49.04
SH00035,2024-01-02 17:40,11.26,399.29,22.88
SH00052,2024-01-02 17:50,27.72,192.02,15.5
SH00122,2024-01-02 18:00,15.07,388.98,9.56
SH00168,2024-01-02 18:10,16.64,106.01,18.4
SH00099,2024-01-02 18:20,16.78,134.07,34.6
SH00069,2024-01-02 18:30,26.02,377.19,3.95
SH00140,2024-01-02 18:40,15.88,96.17,16.4
SH00110,2024-01-02 18:50,13.33,249.76,22.36
SH00158,2024-01-02 19:00,29.96,173.55,49.0
SH00164,2024-01-02 19:10,18.12,280.89,37.49
SH00156,2024-01-02 19:20,23.56,247.18,6.31
SH00093,2024-01-02 19:30,17.66,305.26,30.25
SH00096,2024-01-02 19:40,18.88,84.6,6.88
SH00072,2024-01-02 19:50,14.99,101.05,36.78
SH00144,2024-01-02 20:00,12.36,398.73,35.2
SH00178,2024-01-02 20:10,28.33,271.04,6.13
SH00114,2024-01-02 20:20,29.95,414.73,48.38
SH00017,2024-01-02 20:30,21.0,180.66,15.0
SH00180,2024-01-02 20:40,22.75,407.16,25.44
SH00036,2024-01-02 20:50,14.73,272.31,18.04
SH00142,2024-01-02 21:00,12.6,447.91,3.29
SH00123,2024-01-02 21:10,20.51,396.12,41.17
SH00165,2024-01-02 21:20,11.48,259.62,25.87
SH00142,2024-01-02 21:30,22.8,131.88,48.31
SH00015,2024-01-02 21:40,26.63,283.15,15.21
SH00058,2024-01-02 21:50,16.92,473.41,44.75
SH00163,2024-01-02 22:00,29.13,173.5,31.25
SH00165,2024-01-02 22:10,13.37,473.72,7.71
SH00155,2024-01-02 22:20,16.75,465.77,2.06
SH00165,2024-01-02 22:30,25.42,169.1,10.54
SH00008,2024-01-02 22:40,19.96,332.22,14.48
SH00176,2024-01-02 22:50,18.12,254.09,34.43
SH00119,2024-01-02 23:00,14.08,323.0,15.63
SH00089,2024-01-02 23:10,29.51,108.84,18.53
SH00120,2024-01-02 23:20,12.45,252.32,7.04
SH00158,2024-01-02 23:30,18.36,483.21,45.12
SH00081,2024-01-02 23:40,13.8,121.7,49.8
SH00128,2024-01-02 23:50,10.46,475.35,25.27
SH00091,2024-01-03 00:00,10.97,176.61,29.88
SH00074,2024-01-03 00:10,20.73,431.23,21.55
SH00104,2024-01-03 00:20,17.32,230.26,28.51
SH00019,2024-01-03 00:30,17.73,252.66,27.49
SH00157,2024-01-03 00:40,12.38,488.79,19.7
SH00094,2024-01-03 00:50,25.1,139.58,25.46
SH00036,2024-01-03 01:00,24.27,411.78,25.97
SH00036,2024-01-03 01:10,16.56,325.88,8.13
SH00077,2024-01-03 01:20,21.87,278.29,25.49
SH00122,2024-01-03 01:30,26.31,215.76,33.69
SH00177,2024-01-03 01:40,22.59,318.61,13.28
SH00149,2024-01-03 01:50,21.55,374.63,29.18
SH00159,2024-01-03 02:00,25.49,221.09,41.08
SH00180,2024-01-03 02:10,12.2,58.52,15.68
SH00106,2024-01-03 02:20,20.04,325.17,23.58
SH00036,2024-01-03 02:30,20.37,302.4,49.91
SH00045,2024-01-03 02:40,19.19,289.91,27.31
SH00175,2024-01-03 02:50,22.87,361.99,30.5
SH00143,2024-01-03 03:00,15.97,473.67,49.11
SH00177,2024-01-03 03:10,24.1,192.67,17.44
SH00071,2024-01-03 03:20,15.76,308.06,27.16
SH00089,2024-01-03 03:30,29.09,412.08,14.52
SH00089,2024-01-03 03:40,28.48,345.19,37.37
SH00070,2024-01-03 03:50,28.66,363.28,6.86
SH00063,2024-01-03 04:00,11.02,457.33,11.28
SH00085,2024-01-03 04:10,14.350000000000001,95.25,38.54
SH00122,2024-01-03 04:20,19.55,139.76,48.2
SH00023,2024-01-03 04:30,23.05,154.5,36.93
SH00045,2024-01-03 04:40,18.36,426.92,46.7
SH00127,2024-01-03 04:50,13.73,387.05,43.61
SH00077,2024-01-03 05:00,21.36,98.29,49.15
SH00140,2024-01-03 05:10,20.49,450.17,6.71
SH00029,2024-01-03 05:20,16.61,879.0,32.41
SH00076,2024-01-03 05:30,21.36,390.78,8.77
SH00110,2024-01-03 05:40,20.31,89.03,33.46
SH00083,2024-01-03 05:50,28.72,53.07,19.18
SH00085,2024-01-03 06:00,16.04,375.3,0.57
SH00016,2024-01-03 06:10,23.36,259.43,7.99
SH00080,2024-01-03 06:20,23.81,337.42,47.03
SH00035,2024-01-03 06:30,19.56,254.74,49.44
SH00121,2024-01-03 06:40,25.15,410.9,41.28
SH00153,2024-01-03 06:50,27.46,86.84,22.34
SH00145,2024-01-03 07:00,12.24,422.95,45.14
SH00043,2024-01-03 07:10,16.56,284.15,5.81
SH00024,2024-01-03 07:20,27.98,250.47,2.78
SH00145,2024-01-03 07:30,11.15,258.07,40.35
SH00001,2024-01-03 07:40,24.92,310.24,2.26
SH00016,2024-01-03 07:50,28.69,81.06,46.69
SH00035,2024-01-03 08:00,25.32,490.25,32.29
SH00098,2024-01-03 08:10,18.97,462.7,18.87
SH00139,2024-01-03 08:20,12.66,437.13,5.93
SH00033,2024-01-03 08:30,24.56,150.21,0.17
SH00173,2024-01-03 08:40,24.38,240.86,18.96
SH00040,2024-01-03 08:50,15.51,471.83,36.25
SH00108,2024-01-03 09:00,22.3,471.31,44.45
SH00153,2024-01-03 09:10,10.67,319.0,35.16
SH00103,2024-01-03 09:20,18.78,292.89,37.72
SH00075,2024-01-03 09:30,14.68,462.38,28.81
SH00083,2024-01-03 09:40,14.74,444.32,49.28
SH00071,2024-01-03 09:50,11.22,476.83,43.99
SH00110,2024-01-03 10:00,21.12,71.1,17.22
SH00135,2024-01-03 10:10,16.37,237.35,7.46
SH00122,2024-01-03 10:20,14.82,151.41,42.88
SH00015,2024-01-03 10:30,21.25,485.5,27.86
SH00053,2024-01-03 10:40,16.61,85.58,22.49
SH00049,2024-01-03 10:50,11.03,219.73,30.25
SH00151,2024-01-03 11:00,24.49,301.48,23.97
SH00004,2024-01-03 11:10,14.24,135.51,37.07
SH00063,2024-01-03 11:20,23.91,366.7,19.83
SH00073,2024-01-03 11:30,17.61,290.14,17.96
SH00128,2024-01-03 11:40,19.32,411.27,36.12
SH00053,2024-01-03 11:50,17.41,236.27,28.13
SH00067,2024-01-03 12:00,21.07,312.81,36.0
SH00059,2024-01-03 12:10,17.6,425.01,24.97
SH00066,2024-01-03 12:20,25.27,269.88,36.18
SH00091,2024-01-03 12:30,13.39,374.14,24.42
SH00165,2024-01-03 12:40,29.14,285.77,41.95
SH00013,2024-01-03 12:50,25.29,235.58,42.13
SH00003,2024-01-03 13:00,14.37,255.2,3.02
SH00124,2024-01-03 13:10,23.19,557.08,26.61
SH00138,2024-01-03 13:20,29.55,57.71,40.66
SH00046,2024-01-03 13:30,12.14,93.34,7.44
SH00091,2024-01-03 13:40,15.35,228.6,18.65
SH00179,2024-01-03 13:50,14.52,357.82,42.39
SH00009,2024-01-03 14:00,11.87,-79.33000000000001,27.64
SH00022,2024-01-03 14:10,20.0,245.26,39.22
SH00025,2024-01-03 14:20,27.9,463.62,11.49
SH00146,2024-01-03 14:30,19.51,70.95,3.72
SH00145,2024-01-03 14:40,13.16,130.71,42.52
SH00102,2024-01-03 14:50,28.58,184.67,28.2
SH00174,2024-01-03 15:00,27.93,199.28,37.78
SH00021,2024-01-03 15:10,20.02,488.45,2.68
SH00088,2024-01-03 15:20,22.1,326.24,29.78
SH00163,2024-01-03 15:30,15.47,496.66,24.53
SH00111,2024-01-03 15:40,13.71,313.64,19.0
SH00064,2024-01-03 15:50,24.26,86.92,7.71
SH00100,2024-01-03 16:00,16.33,97.95,0.26
SH00070,2024-01-03 16:10,12.04,89.28,21.55
SH00027,2024-01-03 16:20,10.53,209.26,4.65
SH00099,2024-01-03 16:30,10.25,236.21,38.96
SH00063,2024-01-03 16:40,21.44,126.31,19.04
SH00127,2024-01-03 16:50,12.92,125.24,13.8
SH00093,2024-01-03 17:00,15.03,160.97,31.25
SH00028,2024-01-03 17:10,12.71,53.05,19.78
SH00085,2024-01-03 17:20,18.8,243.78,41.18
SH00077,2024-01-03 17:30,16.41,476.28,10.04
SH00082,2024-01-03 17:40,15.83,362.73,24.55
SH00097,2024-01-03 17:50,15.61,403.64,18.25
SH00140,2024-01-03 18:00,13.6,395.43,1.35
SH00054,2024-01-03 18:10,18.77,181.1,34.64
SH00105,2024-01-03 18:20,23.46,112.63,15.14
SH00109,2024-01-03 18:30,25.78,83.28,49.54
SH00130,2024-01-03 18:40,28.47,441.34,20.92
SH00180,2024-01-03 18:50,27.91,291.61,31.91
SH00169,2024-01-03 19:00,23.29,124.85,30.63
SH00166,2024-01-03 19:10,17.99,888.71,48.29
SH00057,2024-01-03 19:20,20.21,283.46,29.03
SH00101,2024-01-03 19:30,19.26,355.8,34.52
SH00124,2024-01-03 19:40,12.09,237.19,48.09
SH00037,2024-01-03 19:50,16.97,204.38,39.21
SH00025,2024-01-03 20:00,18.76,363.54,15.95
SH00030,2024-01-03 20:10,10.45,204.39,5.47
SH00063,2024-01-03 20:20,20.32,298.36,16.55
SH00104,2024-01-03 20:30,22.6,133.87,32.87
SH00051,2024-01-03 20:40,18.99,243.3,0.22
SH00017,2024-01-03 20:50,21.55,409.78,26.84
SH00030,2024-01-03 21:00,15.25,438.19,26.39
SH00157,2024-01-03 21:10,17.85,101.4,17.6
SH00173,2024-01-03 21:20,24.12,183.85,30.72
SH00031,2024-01-03 21:30,14.77,102.63,18.67
SH00153,2024-01-03 21:40,12.76,222.67,9.29
SH00166,2024-01-03 21:50,28.61,127.96,8.34
SH00116,2024-01-03 22:00,22.39,439.49,47.59
SH00099,2024-01-03 22:10,29.28,277.45,24.75
SH00114,2024-01-03 22:20,19.77,87.2,1.54
SH00071,2024-01-03 22:30,14.5,179.9,39.04
SH00127,2024-01-03 22:40,20.99,100.94,5.71
SH00094,2024-01-03 22:50,20.84,390.55,38.0
SH00109,2024-01-03 23:00,12.05,423.53,37.57
SH00116,2024-01-03 23:10,15.26,437.99,4.35
SH00061,2024-01-03 23:20,14.2,381.93,34.46
SH00110,2024-01-03 23:30,13.32,112.66,10.33
SH00090,2024-01-03 23:40,20.65,318.59,8.42
SH00147,2024-01-03 23:50,15.35,436.11,49.27
SH00106,2024-01-04 00:00,28.38,496.62,43.35
SH00064,2024-01-04 00:10,12.92,194.94,12.38
SH00037,2024-01-04 00:20,21.55,170.92,20.71
SH00024,2024-01-04 00:30,18.06,387.41,34.74
SH00125,2024-01-04 00:40,16.55,51.11,38.71
SH00118,2024-01-04 00:50,22.7,363.78,42.51
SH00110,2024-01-04 01:00,26.5,272.62,16.14
SH00034,2024-01-04 01:10,21.32,268.4,17.19
SH00026,2024-01-04 01:20,22.52,426.52,0.81
SH00117,2024-01-04 01:30,10.01,481.11,10.12
SH00167,2024-01-04 01:40,16.04,443.49,43.83
SH00022,2024-01-04 01:50,17.44,456.71,8.28
SH00180,2024-01-04 02:00,25.1,243.15,4.56
SH00020,2024-01-04 02:10,22.65,151.79,34.0
SH00109,2024-01-04 02:20,23.88,264.97,11.45
SH00027,2024-01-04 02:30,16.27,446.45,6.86
SH00035,2024-01-04 02:40,22.83,354.71,3.42
SH00043,2024-01-04 02:50,18.8,375.09,31.4
SH00176,2024-01-04 03:00,18.85,147.76,44.83
SH00099,2024-01-04 03:10,17.03,243.22,39.55
SH00064,2024-01-04 03:20,21.07,320.0,30.38
SH00169,2024-01-04 03:30,27.52,142.45,30.35
SH00166,2024-01-04 03:40,11.09,454.06,47.73
SH00128,2024-01-04 03:50,32.760000000000005,81.96,44.44
SH00034,2024-01-04 04:00,17.74,427.54,21.04
SH00121,2024-01-04 04:10,29.09,396.67,0.83
SH00011,2024-01-04 04:20,28.45,476.91,19.9
SH00107,2024-01-04 04:30,18.47,231.02,32.03
SH00022,2024-01-04 04:40,16.2,280.09,10.16
SH00101,2024-01-04 04:50,21.73,393.45,32.49
SH00112,2024-01-04 05:00,24.6,430.91,2.9
SH00117,2024-01-04 05:10,22.25,74.76,33.3
SH00004,2024-01-04 05:20,24.16,365.67,8.19
SH00067,2024-01-04 05:30,13.34,107.12,39.06
SH00008,2024-01-04 05:40,16.7,243.2,26.19
SH00161,2024-01-04 05:50,11.54,254.84,18.01
SH00095,2024-01-04 06:00,13.15,398.0,44.71
SH00131,2024-01-04 06:10,10.05,436.41,0.61
SH00039,2024-01-04 06:20,13.58,482.15,1.77
SH00168,2024-01-04 06:30,18.39,194.81,20.81
SH00020,2024-01-04 06:40,21.43,103.73,33.67
SH00133,2024-01-04 06:50,29.63,479.34,3.45
SH00080,2024-01-04 07:00,16.55,298.89,0.4
SH00078,2024-01-04 07:10,24.79,159.16,18.41
SH00051,2024-01-04 07:20,24.65,295.95,39.8
SH00007,2024-01-04 07:30,14.66,205.89,41.98
SH00001,2024-01-04 07:40,25.18,219.32,36.9
SH00061,2024-01-04 07:50,18.4,482.53,48.63
SH00012,2024-01-04 08:00,28.43,453.78,25.99
SH00022,2024-01-04 08:10,21.62,277.44,31.86
SH00016,2024-01-04 08:20,18.7,483.9,11.84
SH00101,2024-01-04 08:30,24.01,380.91,15.9
SH00052,2024-01-04 08:40,12.72,396.57,5.45
SH00081,2024-01-04 08:50,18.13,291.17,48.23
SH00068,2024-01-04 09:00,27.05,90.69,40.38
SH00155,2024-01-04 09:10,10.81,426.17,16.39
SH00092,2024-01-04 09:20,17.92,72.03,14.94
SH00104,2024-01-04 09:30,27.09,300.18,27.51
SH00036,2024-01-04 09:40,12.43,77.75,39.05
SH00103,2024-01-04 09:50,17.44,333.63,32.23
SH00020,2024-01-04 10:00,10.44,79.01,45.12
SH00085,2024-01-04 10:10,12.45,474.03,2.53
SH00102,2024-01-04 10:20,19.92,222.23,21.33
SH00071,2024-01-04 10:30,15.6,447.54,1.73
SH00076,2024-01-04 10:40,19.98,447.25,23.95
