timestamp,power,temperature,humidity,solar_radiation
2023-01-02 21:00:00,0.0,1.05,66.16,0.0
2023-01-02 22:00:00,0.0,-4.99,58.92,0.0
2023-01-02 23:00:00,6.34,-4.38,71.42,0.0
2023-01-03 00:00:00,2.06,-5.9,75.04,32.48
2023-01-03 01:00:00,0.0,-3.93,65.59,0.0
2023-01-03 02:00:00,1.94,-7.37,67.41,53.92
2023-01-03 03:00:00,0.0,-4.18,65.87,0.0
2023-01-03 04:00:00,0.0,-4.24,67.51,0.0
2023-01-03 05:00:00,3.67,-0.57,64.26,96.32
2023-01-03 06:00:00,6.19,2.44,64.68,0.0
2023-01-03 07:00:00,5.82,3.04,66.8,0.0
2023-01-03 08:00:00,0.0,-1.79,71.59,0.0
2023-01-03 09:00:00,0.0,8.07,50.79,64.34
2023-01-03 10:00:00,2.77,5.37,55.68,0.0
2023-01-03 11:00:00,6.72,3.73,49.3,1.77
2023-01-03 12:00:00,0.0,5.76,62.82,7.01
2023-01-03 13:00:00,0.0,5.63,52.26,65.11
2023-01-03 14:00:00,0.0,3.45,48.98,3.99
2023-01-03 15:00:00,0.0,4.38,60.98,127.79
2023-01-03 16:00:00,5.32,1.73,68.58,14.17
2023-01-03 17:00:00,8.37,0.93,65.59,56.96
2023-01-03 18:00:00,0.0,-0.92,65.88,40.26
2023-01-03 19:00:00,6.02,-3.71,66.9,0.0
2023-01-03 20:00:00,2.17,-1.76,71.93,0.0
2023-01-03 21:00:00,0.0,-1.92,60.49,16.6
2023-01-03 22:00:00,2.17,-2.85,64.3,25.5
2023-01-03 23:00:00,9.23,-2.74,62.59,0.0
2023-01-04 00:00:00,0.0,-3.84,59.35,8.32
2023-01-04 01:00:00,9.39,-5.38,63.55,61.81
2023-01-04 02:00:00,0.0,-2.14,70.73,103.5
2023-01-04 03:00:00,4.93,-5.74,68.02,42.72
2023-01-04 04:00:00,0.52,-3.79,68.41,93.14
2023-01-04 05:00:00,0.0,-2.71,65.92,0.0
2023-01-04 06:00:00,0.55,2.67,67.81,35.09
2023-01-04 07:00:00,0.0,3.69,58.6,71.36
2023-01-04 08:00:00,0.0,3.99,58.64,0.0
2023-01-04 09:00:00,2.87,6.19,59.08,0.0
2023-01-04 10:00:00,9.76,3.09,57.92,101.73
2023-01-04 11:00:00,0.0,6.04,57.13,0.0
2023-01-04 12:00:00,0.0,5.26,54.5,0.0
2023-01-04 13:00:00,0.0,7.04,53.64,92.95
2023-01-04 14:00:00,6.38,4.61,72.32,74.67
2023-01-04 15:00:00,2.7,3.28,62.65,33.72
2023-01-04 16:00:00,0.0,4.1,62.26,6.28
2023-01-04 17:00:00,3.35,3.56,61.44,0.0
2023-01-04 18:00:00,0.58,-0.82,62.93,14.1
2023-01-04 19:00:00,5.81,-0.9,64.54,78.99
2023-01-04 20:00:00,0.0,-4.1,66.65,11.93
2023-01-04 21:00:00,0.0,-8.02,55.79,108.35
2023-01-04 22:00:00,0.0,-3.42,57.34,0.0
2023-01-04 23:00:00,0.0,-3.1,62.01,0.0
2023-01-05 00:00:00,1.78,-3.89,66.56,0.0
2023-01-05 01:00:00,1.57,-8.15,64.33,0.0
2023-01-05 02:00:00,0.03,-4.45,72.91,0.0
2023-01-05 03:00:00,0.0,-7.39,58.11,20.87
2023-01-05 04:00:00,0.0,0.82,61.77,26.21
2023-01-05 05:00:00,0.0,-2.88,73.12,108.52
2023-01-05 06:00:00,0.0,3.09,66.18,23.22
2023-01-05 07:00:00,0.0,3.77,67.36,62.54
2023-01-05 08:00:00,0.0,1.28,70.78,13.02
2023-01-05 09:00:00,3.25,1.85,54.98,97.65
2023-01-05 10:00:00,12.33,5.61,56.37,136.75
2023-01-05 11:00:00,2.17,3.72,54.5,45.33
2023-01-05 12:00:00,2.71,5.79,45.75,0.0
2023-01-05 13:00:00,0.68,4.45,54.31,0.0
2023-01-05 14:00:00,0.0,1.35,61.27,30.93
2023-01-05 15:00:00,0.67,-0.34,61.15,36.57
2023-01-05 16:00:00,0.94,3.54,63.62,44.64
2023-01-05 17:00:00,15.08,0.75,61.06,28.04
2023-01-05 18:00:00,0.0,-0.52,62.24,0.35
2023-01-05 19:00:00,1.81,0.68,71.87,0.0
2023-01-05 20:00:00,0.0,0.43,63.04,20.06
2023-01-05 21:00:00,0.0,-3.5,66.99,92.75
2023-01-05 22:00:00,6.86,-4.43,66.34,51.0
2023-01-05 23:00:00,4.51,-3.25,72.83,26.74
2023-01-06 00:00:00,4.75,-7.06,70.71,51.48
2023-01-06 01:00:00,0.0,-3.73,59.38,0.0
2023-01-06 02:00:00,8.42,-2.57,59.91,0.0
2023-01-06 03:00:00,0.0,-1.52,68.75,0.0
2023-01-06 04:00:00,3.52,-5.72,65.53,0.0
2023-01-06 05:00:00,13.14,-2.16,63.58,0.0
2023-01-06 06:00:00,0.0,-1.1,70.93,60.41
2023-01-06 07:00:00,0.0,2.15,64.2,0.0
2023-01-06 08:00:00,1.25,4.12,61.11,0.0
2023-01-06 09:00:00,0.0,7.19,62.68,112.6
2023-01-06 10:00:00,0.0,4.0,55.32,0.0
2023-01-06 11:00:00,1.68,4.49,64.04,28.81
2023-01-06 12:00:00,0.0,7.96,51.91,44.45
2023-01-06 13:00:00,4.11,6.08,59.48,0.0
2023-01-06 14:00:00,0.0,7.52,64.36,80.73
2023-01-06 15:00:00,10.23,4.77,51.89,47.33
2023-01-06 16:00:00,0.0,0.84,59.14,88.86
2023-01-06 17:00:00,0.0,-0.72,68.97,0.0
2023-01-06 18:00:00,4.88,-2.45,71.64,4.96
2023-01-06 19:00:00,0.0,0.69,64.99,1.97
2023-01-06 20:00:00,1.36,0.53,62.18,13.19
2023-01-06 21:00:00,7.84,0.82,70.63,0.0
2023-01-06 22:00:00,0.0,-1.99,71.77,5.54
2023-01-06 23:00:00,1.11,-1.85,60.03,0.0
2023-01-07 00:00:00,1.56,-5.43,60.16,17.92
2023-01-07 01:00:00,4.69,-6.41,67.31,0.0
2023-01-07 02:00:00,0.0,-1.9,69.33,0.0
2023-01-07 03:00:00,0.0,-1.97,64.68,40.93
2023-01-07 04:00:00,3.13,-1.55,69.58,0.0
2023-01-07 05:00:00,1.78,0.21,62.63,0.0
2023-01-07 06:00:00,1.5,1.38,55.61,63.54
2023-01-07 07:00:00,2.46,4.6,61.47,22.72
2023-01-07 08:00:00,0.0,5.82,61.5,55.84
2023-01-07 09:00:00,2.43,5.36,57.73,8.99
2023-01-07 10:00:00,3.03,6.76,51.73,155.17
2023-01-07 11:00:00,0.0,6.59,47.44,0.0
2023-01-07 12:00:00,12.66,4.81,53.61,111.7
2023-01-07 13:00:00,4.26,7.08,61.01,20.57
2023-01-07 14:00:00,0.0,2.28,63.8,0.0
2023-01-07 15:00:00,4.98,6.38,65.05,41.45
2023-01-07 16:00:00,0.0,0.85,57.1,27.97
2023-01-07 17:00:00,5.1,2.6,57.82,0.0
2023-01-07 18:00:00,6.95,-0.96,68.66,0.0
2023-01-07 19:00:00,0.0,0.55,69.36,0.0
2023-01-07 20:00:00,5.78,-1.83,68.18,17.49
2023-01-07 21:00:00,2.48,-5.99,56.11,0.0
2023-01-07 22:00:00,4.93,-2.75,61.85,52.66
2023-01-07 23:00:00,11.38,-5.25,66.03,0.0
2023-01-08 00:00:00,0.0,-2.42,68.94,0.0
2023-01-08 01:00:00,0.0,-4.01,70.34,47.05
2023-01-08 02:00:00,0.0,-2.72,67.23,0.0
2023-01-08 03:00:00,0.0,-4.63,68.16,60.81
2023-01-08 04:00:00,0.0,-2.86,66.93,21.9
2023-01-08 05:00:00,2.05,-1.4,69.93,0.0
2023-01-08 06:00:00,1.66,2.53,68.07,0.0
2023-01-08 07:00:00,5.39,5.46,64.25,31.18
2023-01-08 08:00:00,0.89,1.71,60.16,0.0
2023-01-08 09:00:00,9.88,6.51,59.84,0.0
2023-01-08 10:00:00,0.0,0.81,60.27,54.05
2023-01-08 11:00:00,17.9,3.26,58.18,19.05
2023-01-08 12:00:00,5.39,3.9,58.41,28.88
2023-01-08 13:00:00,0.0,2.94,63.56,80.74
2023-01-08 14:00:00,0.0,1.98,59.17,17.86
2023-01-08 15:00:00,4.05,5.18,56.19,19.99
2023-01-08 16:00:00,0.0,2.89,65.92,0.0
2023-01-08 17:00:00,4.71,2.87,57.09,28.58
2023-01-08 18:00:00,2.84,2.2,61.1,17.49
2023-01-08 19:00:00,0.0,0.05,68.19,45.04
2023-01-08 20:00:00,0.0,-0.37,69.09,0.0
2023-01-08 21:00:00,0.0,-2.86,60.28,0.0
2023-01-08 22:00:00,0.0,-5.89,64.59,39.61
2023-01-08 23:00:00,5.14,-1.9,63.48,12.61
2023-01-09 00:00:00,1.28,-5.28,64.4,0.0
2023-01-09 01:00:00,0.0,-5.8,71.55,65.33
2023-01-09 02:00:00,1.04,-3.78,70.36,0.0
2023-01-09 03:00:00,2.31,-4.46,66.74,39.21
2023-01-09 04:00:00,0.0,-2.43,64.1,0.0
2023-01-09 05:00:00,0.92,0.3,60.08,94.29
2023-01-09 06:00:00,0.35,1.6,73.93,0.0
2023-01-09 07:00:00,0.0,0.4,67.2,65.4
2023-01-09 08:00:00,3.05,2.43,58.3,10.95
2023-01-09 09:00:00,4.64,6.59,63.36,2.93
2023-01-09 10:00:00,8.06,6.23,57.82,35.31
2023-01-09 11:00:00,8.07,9.88,55.74,60.64
2023-01-09 12:00:00,0.0,8.26,59.01,0.0
2023-01-09 13:00:00,0.0,8.02,53.46,0.0
2023-01-09 14:00:00,4.65,2.46,56.45,58.52
2023-01-09 15:00:00,4.36,5.97,60.37,0.0
2023-01-09 16:00:00,3.99,3.3,59.33,0.0
2023-01-09 17:00:00,23.58,1.09,67.59,159.82
2023-01-09 18:00:00,3.43,1.24,76.18,0.0
2023-01-09 19:00:00,6.81,1.5,63.06,57.39
2023-01-09 20:00:00,5.72,-0.6,58.51,0.0
2023-01-09 21:00:00,3.91,-4.39,56.82,25.45
2023-01-09 22:00:00,0.0,-1.94,66.08,32.72
2023-01-09 23:00:00,4.55,-5.2,63.52,56.45
2023-01-10 00:00:00,0.0,-3.57,68.19,0.0
2023-01-10 01:00:00,0.0,-4.44,67.82,99.44
2023-01-10 02:00:00,0.0,-3.78,59.14,0.0
2023-01-10 03:00:00,0.49,-1.01,58.08,11.71
2023-01-10 04:00:00,13.89,-3.59,68.63,12.26
2023-01-10 05:00:00,0.0,3.59,67.83,0.0
2023-01-10 06:00:00,4.12,-2.65,65.02,0.0
2023-01-10 07:00:00,0.0,1.09,56.28,16.64
2023-01-10 08:00:00,0.0,4.23,64.51,0.0
2023-01-10 09:00:00,7.94,5.7,66.44,145.44
2023-01-10 10:00:00,2.1,5.12,59.88,0.0
2023-01-10 11:00:00,0.0,5.71,53.26,90.93
2023-01-10 12:00:00,0.0,6.81,57.38,75.9
2023-01-10 13:00:00,5.99,5.36,50.66,31.26
2023-01-10 14:00:00,0.0,8.11,63.78,0.0
2023-01-10 15:00:00,2.7,6.21,60.49,0.0
2023-01-10 16:00:00,1.27,5.24,53.31,0.0
2023-01-10 17:00:00,0.0,0.35,63.06,0.0
2023-01-10 18:00:00,12.86,0.83,69.47,0.0
2023-01-10 19:00:00,3.8,-0.9,65.49,0.0
2023-01-10 20:00:00,0.0,-3.52,65.77,67.29
2023-01-10 21:00:00,1.12,-1.82,61.03,30.92
2023-01-10 22:00:00,0.0,-4.41,69.99,39.3
2023-01-10 23:00:00,5.11,-2.53,63.91,29.44
2023-01-11 00:00:00,0.0,-6.05,56.69,8.35
2023-01-11 01:00:00,0.0,-0.3,65.62,73.03
2023-01-11 02:00:00,3.03,-5.04,72.38,0.0
2023-01-11 03:00:00,5.19,-2.01,65.54,5.33
2023-01-11 04:00:00,0.0,0.17,76.16,37.35
2023-01-11 05:00:00,0.0,-1.35,69.62,0.0
2023-01-11 06:00:00,0.0,2.79,69.17,154.83
2023-01-11 07:00:00,0.0,-0.08,64.24,10.81
2023-01-11 08:00:00,11.68,6.49,62.13,25.21
2023-01-11 09:00:00,3.97,4.65,59.09,88.46
2023-01-11 10:00:00,0.0,4.22,57.3,77.12
2023-01-11 11:00:00,7.61,5.32,60.47,36.9
2023-01-11 12:00:00,14.91,7.7,52.8,42.74
2023-01-11 13:00:00,8.29,4.75,52.44,0.0
2023-01-11 14:00:00,0.0,3.92,53.2,3.55
2023-01-11 15:00:00,0.0,4.18,70.63,51.48
2023-01-11 16:00:00,8.69,1.23,65.13,40.31
2023-01-11 17:00:00,0.0,6.02,66.41,70.44
2023-01-11 18:00:00,2.66,-0.05,62.19,0.0
2023-01-11 19:00:00,4.65,1.46,70.59,0.0
2023-01-11 20:00:00,0.0,-0.99,66.89,52.84
2023-01-11 21:00:00,0.0,-4.42,68.55,71.8
2023-01-11 22:00:00,0.0,-3.26,62.59,44.91
2023-01-11 23:00:00,0.0,-2.17,68.28,0.0
2023-01-12 00:00:00,0.0,-4.19,65.67,52.22
2023-01-12 01:00:00,0.0,-1.26,63.96,171.45
2023-01-12 02:00:00,9.79,-1.1,71.46,5.76
2023-01-12 03:00:00,0.0,-0.51,60.1,0.0
2023-01-12 04:00:00,0.0,-2.23,70.62,0.0
2023-01-12 05:00:00,0.78,-2.27,71.22,31.27
2023-01-12 06:00:00,8.65,-0.04,63.39,0.0
2023-01-12 07:00:00,0.0,2.87,61.1,18.7
2023-01-12 08:00:00,8.16,4.78,61.68,38.77
2023-01-12 09:00:00,1.74,0.38,62.13,104.7
2023-01-12 10:00:00,0.0,5.5,58.37,99.73
2023-01-12 11:00:00,5.06,6.33,60.3,81.4
2023-01-12 12:00:00,3.57,5.63,66.61,0.0
2023-01-12 13:00:00,0.0,8.6,55.59,84.22
2023-01-12 14:00:00,2.47,6.36,50.56,69.5
2023-01-12 15:00:00,0.0,7.34,64.85,40.74
2023-01-12 16:00:00,1.87,3.25,71.21,0.0
2023-01-12 17:00:00,4.59,4.35,67.17,0.0
2023-01-12 18:00:00,9.52,4.46,62.35,0.0
2023-01-12 19:00:00,0.0,2.51,67.17,0.0
2023-01-12 20:00:00,12.8,-3.5,62.2,0.0
2023-01-12 21:00:00,0.0,-2.86,71.01,0.0
2023-01-12 22:00:00,0.0,-3.84,61.04,131.27
2023-01-12 23:00:00,3.53,-2.67,66.29,0.0
2023-01-13 00:00:00,1.69,-2.34,63.09,64.69
2023-01-13 01:00:00,0.0,-5.22,68.74,0.0
2023-01-13 02:00:00,0.0,-2.91,66.28,0.0
2023-01-13 03:00:00,0.0,-6.29,68.99,4.84
2023-01-13 04:00:00,0.0,1.67,68.22,0.0
2023-01-13 05:00:00,5.1,-1.03,63.18,0.0
2023-01-13 06:00:00,2.14,1.4,71.24,0.0
2023-01-13 07:00:00,0.0,1.96,65.28,0.0
2023-01-13 08:00:00,6.69,6.08,58.17,114.22
2023-01-13 09:00:00,3.67,-0.85,72.24,49.27
2023-01-13 10:00:00,7.11,5.58,61.83,61.16
2023-01-13 11:00:00,6.27,5.91,57.68,68.46
2023-01-13 12:00:00,0.0,5.38,65.18,73.57
2023-01-13 13:00:00,0.0,9.57,67.66,37.33
2023-01-13 14:00:00,6.71,3.84,58.72,21.15
2023-01-13 15:00:00,5.48,6.37,62.77,38.7
2023-01-13 16:00:00,1.16,4.5,58.17,79.31
2023-01-13 17:00:00,1.37,5.11,64.78,67.42
2023-01-13 18:00:00,7.67,-0.05,67.11,0.0
2023-01-13 19:00:00,0.0,-1.47,69.03,38.39
2023-01-13 20:00:00,3.28,0.98,69.77,0.0
2023-01-13 21:00:00,0.0,-1.4,70.91,1.69
2023-01-13 22:00:00,0.0,-6.13,69.3,0.0
2023-01-13 23:00:00,6.59,-4.62,62.05,0.0
2023-01-14 00:00:00,4.95,-2.83,63.73,67.07
2023-01-14 01:00:00,4.88,-1.76,65.69,4.62
2023-01-14 02:00:00,7.83,-4.29,67.01,6.76
2023-01-14 03:00:00,0.13,-7.97,73.68,0.0
2023-01-14 04:00:00,4.09,-0.06,62.61,0.0
2023-01-14 05:00:00,0.0,-2.34,66.63,0.0
2023-01-14 06:00:00,1.94,-2.64,73.19,0.0
2023-01-14 07:00:00,0.0,-2.98,64.33,13.12
2023-01-14 08:00:00,1.98,5.52,65.72,1.79
2023-01-14 09:00:00,5.54,5.19,60.65,36.88
2023-01-14 10:00:00,0.0,5.27,61.05,46.34
2023-01-14 11:00:00,15.25,9.0,57.62,0.0
2023-01-14 12:00:00,0.0,7.67,61.76,26.56
2023-01-14 13:00:00,0.0,9.46,51.04,48.78
2023-01-14 14:00:00,9.36,2.94,57.95,99.48
2023-01-14 15:00:00,6.72,4.86,62.83,45.71
2023-01-14 16:00:00,5.14,0.66,66.09,0.0
2023-01-14 17:00:00,4.49,2.23,73.3,31.98
2023-01-14 18:00:00,0.0,0.9,66.47,85.38
2023-01-14 19:00:00,0.0,1.35,75.82,45.84
2023-01-14 20:00:00,0.45,-1.01,65.13,27.38
2023-01-14 21:00:00,0.0,-0.89,75.07,36.28
2023-01-14 22:00:00,5.85,-1.53,72.51,72.0
2023-01-14 23:00:00,0.0,0.88,63.85,53.78
2023-01-15 00:00:00,0.0,-4.13,70.27,28.34
2023-01-15 01:00:00,0.0,-5.21,68.48,53.43
2023-01-15 02:00:00,2.48,-2.33,71.86,0.0
2023-01-15 03:00:00,0.0,-3.63,67.62,0.0
2023-01-15 04:00:00,0.0,1.97,67.2,7.85
2023-01-15 05:00:00,1.46,-0.35,75.58,3.43
2023-01-15 06:00:00,1.47,0.37,68.24,0.0
2023-01-15 07:00:00,0.0,1.86,70.28,54.28
2023-01-15 08:00:00,0.0,5.44,62.61,0.0
2023-01-15 09:00:00,3.52,4.73,70.0,8.75
2023-01-15 10:00:00,0.0,4.55,56.68,19.21
2023-01-15 11:00:00,0.0,9.67,56.0,0.0
2023-01-15 12:00:00,0.0,4.79,66.36,124.92
2023-01-15 13:00:00,1.63,6.41,56.85,0.0
2023-01-15 14:00:00,4.47,7.14,68.08,14.04
2023-01-15 15:00:00,10.98,1.78,66.12,80.88
2023-01-15 16:00:00,6.65,4.97,62.96,57.39
2023-01-15 17:00:00,0.0,0.69,57.08,0.0
2023-01-15 18:00:00,0.0,3.15,68.64,34.12
2023-01-15 19:00:00,0.0,-1.71,69.24,14.49
2023-01-15 20:00:00,0.0,0.39,74.57,116.65
2023-01-15 21:00:00,0.0,0.18,76.68,20.2
2023-01-15 22:00:00,1.94,-1.1,65.31,0.0
2023-01-15 23:00:00,0.0,-2.82,72.74,0.0
2023-01-16 00:00:00,3.12,-3.84,72.87,0.0
2023-01-16 01:00:00,9.2,-4.36,74.41,0.0
2023-01-16 02:00:00,0.0,0.23,71.53,68.55
2023-01-16 03:00:00,2.41,-3.31,59.33,0.9
2023-01-16 04:00:00,4.14,-2.95,68.26,28.26
2023-01-16 05:00:00,0.0,1.66,63.26,75.71
2023-01-16 06:00:00,1.34,0.03,68.03,0.0
2023-01-16 07:00:00,0.91,1.01,71.35,77.92
2023-01-16 08:00:00,2.21,1.23,65.57,29.77
2023-01-16 09:00:00,0.0,4.19,67.71,59.94
2023-01-16 10:00:00,2.95,5.78,62.09,5.35
2023-01-16 11:00:00,6.12,6.94,52.89,14.41
2023-01-16 12:00:00,11.95,8.52,46.44,78.45
2023-01-16 13:00:00,8.89,7.5,60.13,171.4
2023-01-16 14:00:00,15.73,5.57,59.31,96.94
2023-01-16 15:00:00,0.0,4.76,57.09,101.47
2023-01-16 16:00:00,6.85,5.14,55.54,17.4
2023-01-16 17:00:00,1.94,5.46,62.78,0.0
2023-01-16 18:00:00,13.14,1.87,68.07,0.0
2023-01-16 19:00:00,0.0,-0.61,72.37,0.0
2023-01-16 20:00:00,0.0,-2.87,69.98,0.0
2023-01-16 21:00:00,0.0,-4.81,77.08,0.0
2023-01-16 22:00:00,0.0,-1.38,63.86,0.0
2023-01-16 23:00:00,0.0,-2.05,73.45,0.0
2023-01-17 00:00:00,0.0,-2.11,69.58,6.59
2023-01-17 01:00:00,0.9,-3.35,72.82,18.12
2023-01-17 02:00:00,2.05,0.22,67.16,0.0
2023-01-17 03:00:00,11.26,-2.76,74.71,0.0
2023-01-17 04:00:00,5.7,1.15,70.82,0.0
2023-01-17 05:00:00,0.0,0.37,65.95,0.0
2023-01-17 06:00:00,0.0,0.52,69.29,0.0
2023-01-17 07:00:00,3.85,4.22,65.56,38.31
2023-01-17 08:00:00,0.0,5.06,66.79,74.45
2023-01-17 09:00:00,13.45,5.99,56.38,87.92
2023-01-17 10:00:00,10.09,6.23,60.54,88.05
2023-01-17 11:00:00,0.54,6.49,61.66,49.31
2023-01-17 12:00:00,0.0,11.52,59.51,31.87
2023-01-17 13:00:00,11.48,8.94,66.42,18.64
2023-01-17 14:00:00,2.32,7.51,64.56,0.0
2023-01-17 15:00:00,9.89,5.5,62.24,90.58
2023-01-17 16:00:00,0.0,6.25,65.43,20.25
2023-01-17 17:00:00,0.0,4.07,68.24,0.0
2023-01-17 18:00:00,0.03,1.79,71.36,0.0
2023-01-17 19:00:00,0.28,-0.16,60.22,0.0
2023-01-17 20:00:00,0.0,-0.92,67.84,2.15
2023-01-17 21:00:00,3.74,-8.14,61.92,53.37
2023-01-17 22:00:00,0.0,-2.17,75.74,0.0
2023-01-17 23:00:00,0.0,-4.07,69.04,0.0
2023-01-18 00:00:00,0.72,0.05,68.68,0.0
2023-01-18 01:00:00,3.09,-2.93,74.13,0.0
2023-01-18 02:00:00,4.27,-4.85,71.76,0.0
2023-01-18 03:00:00,0.0,-1.77,64.01,0.0
2023-01-18 04:00:00,0.0,-2.73,69.3,10.87
2023-01-18 05:00:00,7.67,1.51,67.97,3.31
2023-01-18 06:00:00,1.99,2.44,60.93,0.0
2023-01-18 07:00:00,0.0,5.07,63.61,36.69
2023-01-18 08:00:00,11.17,2.78,63.73,9.54
2023-01-18 09:00:00,3.33,5.47,62.0,19.55
2023-01-18 10:00:00,10.3,3.46,53.58,122.75
2023-01-18 11:00:00,4.0,8.09,65.75,87.91
2023-01-18 12:00:00,16.09,7.9,59.14,103.4
2023-01-18 13:00:00,14.13,7.68,60.18,121.24
2023-01-18 14:00:00,1.73,6.19,62.99,80.04
2023-01-18 15:00:00,8.46,6.23,58.64,90.3
2023-01-18 16:00:00,5.73,7.57,66.93,0.0
2023-01-18 17:00:00,9.18,2.59,65.23,26.27
2023-01-18 18:00:00,0.0,2.14,65.17,0.0
2023-01-18 19:00:00,4.12,-1.6,72.52,83.88
2023-01-18 20:00:00,6.35,-2.37,77.11,46.38
2023-01-18 21:00:00,0.0,-1.48,73.27,0.0
2023-01-18 22:00:00,0.0,-0.26,74.27,18.64
2023-01-18 23:00:00,0.0,-3.48,67.05,8.38
2023-01-19 00:00:00,0.0,-3.48,61.96,22.72
2023-01-19 01:00:00,4.31,-3.66,77.4,0.0
2023-01-19 02:00:00,9.01,-3.41,80.22,18.0
2023-01-19 03:00:00,0.44,-0.96,77.66,0.0
2023-01-19 04:00:00,9.77,-3.51,68.27,14.12
2023-01-19 05:00:00,0.0,3.26,64.18,0.0
2023-01-19 06:00:00,0.0,0.66,64.62,0.0
2023-01-19 07:00:00,0.7,4.73,58.94,75.84
2023-01-19 08:00:00,4.29,1.95,64.41,0.0
2023-01-19 09:00:00,2.62,6.86,70.91,0.0
2023-01-19 10:00:00,0.0,7.66,60.58,54.81
2023-01-19 11:00:00,3.31,7.59,61.8,25.42
2023-01-19 12:00:00,0.0,5.0,66.83,22.02
2023-01-19 13:00:00,7.86,7.32,58.27,69.27
2023-01-19 14:00:00,5.64,3.95,71.47,0.0
2023-01-19 15:00:00,0.0,5.02,72.84,0.0
2023-01-19 16:00:00,0.0,6.55,64.29,135.84
2023-01-19 17:00:00,0.0,4.88,64.47,40.13
2023-01-19 18:00:00,0.0,2.02,73.44,0.0
2023-01-19 19:00:00,5.73,-1.26,68.21,20.91
2023-01-19 20:00:00,0.0,0.78,64.17,28.37
2023-01-19 21:00:00,3.02,-1.51,76.36,49.72
2023-01-19 22:00:00,0.0,-6.98,76.03,0.0
2023-01-19 23:00:00,0.0,-1.28,70.73,48.82
2023-01-20 00:00:00,0.0,-2.93,63.93,0.0
2023-01-20 01:00:00,0.0,-0.31,64.1,0.0
2023-01-20 02:00:00,0.0,-4.4,70.78,8.19
2023-01-20 03:00:00,0.0,-7.77,67.75,16.48
2023-01-20 04:00:00,11.79,0.18,68.54,0.0
2023-01-20 05:00:00,0.21,1.41,75.36,12.97
2023-01-20 06:00:00,0.0,-1.26,73.91,0.0
2023-01-20 07:00:00,2.38,1.46,74.55,4.43
2023-01-20 08:00:00,1.44,10.13,60.29,86.55
2023-01-20 09:00:00,1.67,5.04,61.46,95.38
2023-01-20 10:00:00,7.35,7.91,65.38,11.3
2023-01-20 11:00:00,8.64,5.65,62.83,15.35
2023-01-20 12:00:00,1.05,2.94,67.91,50.06
2023-01-20 13:00:00,0.64,6.61,62.69,66.87
2023-01-20 14:00:00,2.02,5.92,70.83,28.26
2023-01-20 15:00:00,0.0,4.85,65.88,101.97
2023-01-20 16:00:00,0.0,4.39,70.56,52.68
2023-01-20 17:00:00,9.3,3.94,66.04,38.58
